gkg_record_id,date,source,document_url,headline,human_label,notes
20241001020000-187,20241001020000,indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/its-fresher-hiring-may-double-in-fy25-on-demand-rebound/articleshow/113826767.cms,IT services hiring: IT's fresher hiring may double in FY25 on demand rebound,NOT_RELEVANT,Unrelated candidate
20241001024500-T1026,20241001024500,loksatta.com,https://www.loksatta.com/explained/women-employees-ratio-in-indian-companies-reached-36-6-percent-in-current-year-print-exp-zws-70-4626382/,women employees ratio in indian companies reached 36 6 percent in current year print exp zws 70 | विश्लेषण : भारतीय महिलांचा टक्का वाढतोय ?,NOT_RELEVANT,Unrelated candidate
20241001030000-T6,20241001030000,tarunbharat.com,https://www.tarunbharat.com/1-21-lakh-crore-increase-in-market-capitalization-of-8-companies/,1.21 lakh crore increase in market capitalization of 8 companies,NOT_RELEVANT,Unrelated candidate
20241001034500-194,20241001034500,marketbusinessnews.com,https://marketbusinessnews.com/building-a-retail-ai-strategy-to-improve-business-operations/400093/,Building a Retail AI Strategy to Improve Business Operations,NOT_RELEVANT,Unrelated candidate
20241001034500-429,20241001034500,etfdailynews.com,https://www.etfdailynews.com/2024/09/30/infosys-nyseinfy-upgraded-to-buy-at-stocknews-com/,Infosys (NYSE:INFY) Upgraded to Buy at StockNews.com,DIRECTLY_RELEVANT,"Infosys Q2 FY25 earnings, revenue, guidance hike, dividend, hiring, or share price performance."
20241001034500-731,20241001034500,tickerreport.com,https://www.tickerreport.com/banking-finance/12579285/infosys-nyseinfy-upgraded-by-stocknews-com-to-buy.html,"Infosys (NYSE:INFY) Upgraded by StockNews.com to ""Buy""",DIRECTLY_RELEVANT,"Infosys Q2 FY25 earnings, revenue, guidance hike, dividend, hiring, or share price performance."
20241001040000-398,20241001040000,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/weekly-market-outlook-key-levels-top-sectors-to-watch-ahead-of-q2-earnings/articleshow/113823854.cms,Weekly Market Outlook: Key levels & top sectors to watch ahead of Q2 earnings,NOT_RELEVANT,Unrelated candidate
20241001041500-184,20241001041500,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/china-rally-raises-concerns-of-outflows-in-indias-stock-market/articleshow/113833301.cms,China rally raises concerns of outflows in India's stock market,NOT_RELEVANT,Unrelated candidate
20241001043000-176,20241001043000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-bank-stocks-power-sensex-300-points-higher-nifty-near-25900/articleshow/113835156.cms,"Banking stocks: IT, bank stocks power Sensex 300 points higher, Nifty near 25,900",NOT_RELEVANT,Unrelated candidate
20241001043000-1071,20241001043000,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-1-october-2024/article68701832.ece,Stock Market Live Updates: Sensex and Nifty start strong; investors eye September auto sales reports,NOT_RELEVANT,Unrelated candidate
