gkg_record_id,date,source,document_url,headline,human_label,notes
20240401011500-627,20240401011500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/hot-stocks-heres-why-you-should-pick-icici-pru-life-and-piramal-pharma-for-short-term-12551201.html,Hot Stocks: Here's why you should pick ICICI Pru Life and Piramal Pharma for short term,NOT_RELEVANT,Standalone subsidiary mention without parent bank materiality
20240401040000-779,20240401040000,businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/q4-results-infosys-march-quarter-earnings-on-april-18-here-are-dates-for-hdfc-bank-techm-wipro-icici-bank-423640-2024-04-01,"Q4 results: Infosys March quarter earnings on April 18; here are dates for HDFC Bank, TechM, Wipro & ICICI Bank",DIRECTLY_RELEVANT,"ICICI Bank Q4 FY24 earnings, loan growth, FD rates, shares, or operations"
20240401043000-295,20240401043000,indiatimes.com,https://economictimes.indiatimes.com/markets/options/fo-stocks-to-buy-today-icici-bank-hero-motocorp-among-top-9-trading-ideas-for-1-april-2024/articleshow/108930853.cms,"F&O stocks to buy today: ICICI Bank, Hero MotoCorp among top 9 trading ideas for 1 April 2024",DIRECTLY_RELEVANT,"ICICI Bank Q4 FY24 earnings, loan growth, FD rates, shares, or operations"
20240401044500-578,20240401044500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-lombard-general-insurance-company-target-price-rs-2000-motilal-oswal/articleshow/108931267.cms,"ICICI Lombard stocks: Buy ICICI Lombard General Insurance Company, target price Rs 2000: Motilal Oswal",NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20240401050000-416,20240401050000,indiatimes.com,https://economictimes.indiatimes.com/mf/analysis/this-large-cap-mutual-fund-gave-15-returns-in-three-years-should-you-invest/articleshow/108931937.cms,ICICI Prudential Bluechip Fund gave 15% returns in three years; should you invest?,NOT_RELEVANT,Standalone subsidiary mention without parent bank materiality
20240401053000-637,20240401053000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-icici-pru-life-rise-as-nifty-gains/articleshow/108932490.cms,ICICI Pru Life Share Price: Shares of ICICI Pru Life rise as Nifty gains,NOT_RELEVANT,Standalone subsidiary mention without parent bank materiality
20240401063000-398,20240401063000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/hot-stocks-brokerage-view-on-gail-icici-lombard-pnb-housing-and-infosys/articleshow/108934409.cms,"Hot Stocks: Brokerage view on GAIL, ICICI Lombard, PNB Housing and Infosys",NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20240401064500-68,20240401064500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-icici-lombard-rises-as-nifty-strengthens/articleshow/108934936.cms,ICICI Lombard Share Price: Share price of ICICI Lombard rises as Nifty strengthens,NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20240401070000-50,20240401070000,freepressjournal.in,https://www.freepressjournal.in/business/the-glitter-of-premiumization-driving-growth-of-mcdonalds-and-kfc-icici-securities,The Glitter Of Premiumization Driving Growth Of McDonald's And KFC: ICICI Securities,NOT_RELEVANT,Standalone ICICI Securities brokerage research / business
20240401070000-107,20240401070000,latestly.com,https://www.latestly.com/agency-news/business-news-premiumization-is-driving-growth-of-food-chains-like-kfc-mcdonalds-popeyes-icici-securities-5860232.html,"Business News | Premiumization is Driving Growth of Food Chains Like KFC, McDonald's, Popeyes: ICICI Securities",NOT_RELEVANT,Standalone ICICI Securities brokerage research / business
20240401073000-709,20240401073000,bignewsnetwork.com,https://www.bignewsnetwork.com/news/274220942/premiumization-is-driving-growth-of-food-chains-like-kfc-mcdonald-popeyes-icici-securities,"Premiumization is driving growth of food chains like KFC, McDonald's, Popeyes: ICICI Securities",NOT_RELEVANT,Standalone ICICI Securities brokerage research / business
20240401081500-519,20240401081500,webindia123.com,https://news.webindia123.com/news/Articles/Business/20240401/4183447.html,"Premiumization is driving growth of food chains like KFC, McDonald's, Popeyes: ICICI Securities",NOT_RELEVANT,Standalone ICICI Securities brokerage research / business
20240401081500-1066,20240401081500,indiainfoline.com,https://www.indiainfoline.com/news/invest-right/icici-lombard-general-strong-digital-ecosystem-underpinned-by-cloud,ICICI Lombard General: Strong digital ecosystem underpinned by Cloud,NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20240401083000-687,20240401083000,aninews.in,https://aninews.in/news/business/premiumization-is-driving-growth-of-food-chains-like-kfc-mcdonalds-popeyes-icici-securities20240401105039/,"Premiumization is driving growth of food chains like KFC, McDonald's, Popeyes: ICICI Securities",NOT_RELEVANT,Standalone ICICI Securities brokerage research / business
20240401084500-721,20240401084500,moneycontrol.com,https://www.moneycontrol.com/news/business/stocks/buy-astra-microwave-products-target-of-rs-800-icici-direct-12553921.html,Buy Astra Microwave Products; target of Rs 800: ICICI Direct,NOT_RELEVANT,Standalone subsidiary mention without parent bank materiality
20240401084500-328,20240401084500,moneycontrol.com,https://www.moneycontrol.com/news/business/stocks/buy-pvr-inox-target-of-rs-2240-icici-direct-12553891.html,Buy PVR Inox; target of Rs 2240: ICICI Direct,NOT_RELEVANT,Standalone subsidiary mention without parent bank materiality
20240401090000-456,20240401090000,businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/icici-lombard-shares-rise-after-analysts-meet-check-brokerage-views-target-prices-423672-2024-04-01,ICICI Lombard shares rise after analysts meet; check brokerage views & target prices,NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20240401111500-819,20240401111500,indiatimes.com,https://retail.economictimes.indiatimes.com/news/food-entertainment/food-services/premiumization-is-driving-growth-of-food-chains-like-kfc-mcdonalds-popeyes-icici-securities/108940662,"Premiumization is driving growth of food chains like KFC, McDonald's, Popeyes: ICICI Securities, ET Retail",NOT_RELEVANT,Standalone ICICI Securities brokerage research / business
20240401130000-904,20240401130000,livemint.com,https://www.livemint.com/market/mark-to-market/icici-lombard-investors-need-to-look-beyond-tech-edge-good-execution-11711969913551.html,"ICICI Lombard investors need to look beyond tech edge, good execution",NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20240401140000-953,20240401140000,indiatimes.com,https://timesofindia.indiatimes.com/technology/tech-news/icici-bank-warns-customers-this-new-kind-of-fraud-becoming-frequent/articleshow/108948796.cms,"ICICI Bank warns customers: This new ""kind of fraud becoming frequent""",DIRECTLY_RELEVANT,"ICICI Bank Q4 FY24 earnings, loan growth, FD rates, shares, or operations"
20240402064500-709,20240402064500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-pru-life-stock-price-up-0-39-per-cent-as-sensex-slides/articleshow/108964614.cms,ICICI Pru Life Share Price: ICICI Pru Life stock price up 0.39 per cent as Sensex slides,NOT_RELEVANT,Standalone subsidiary mention without parent bank materiality
20240402064500-1010,20240402064500,moneycontrol.com,https://www.moneycontrol.com/news/business/stocks/buy-icici-lombard-general-insurance-company-target-of-rs-1950-sharekhan-12559761.html,Buy ICICI Lombard General Insurance Company; target of Rs 1950: Sharekhan,NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20240402073000-649,20240402073000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-icici-lombard-rise-as-nifty-drops/articleshow/108965895.cms,ICICI Lombard Share Price: Shares of ICICI Lombard rise as Nifty drops,NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20240402081500-1077,20240402081500,livemint.com,https://www.livemint.com/market/stocks-to-buy-in-april-coal-india-icici-bank-sbi-bharti-airtel-are-among-top-15-picks-by-axis-securities-11712028401942.html,"Stocks to buy in April: Coal India, ICICI Bank, SBI , Bharti Airtel are among top 15 picks by Axis Securities",DIRECTLY_RELEVANT,"ICICI Bank Q4 FY24 earnings, loan growth, FD rates, shares, or operations"
20240402083000-897,20240402083000,indiatimes.com,https://economictimes.indiatimes.com/markets/options/fo-stocks-icici-bank-hero-motocorp-among-5-stocks-with-short-buildup/articleshow/108968160.cms,"icici bank shares: F&O stocks: ICICI Bank, Hero MotoCorp among 5 stocks with short buildup",DIRECTLY_RELEVANT,"ICICI Bank Q4 FY24 earnings, loan growth, FD rates, shares, or operations"
20240402103000-T1817,20240402103000,indiatimes.com,https://navbharattimes.indiatimes.com/tech/gadgets-news/icici-bank-issue-advisory-to-users-be-aware-do-not-download-apps-malicious-files/articleshow/108969864.cms,"ICICI Bank Issue Advisory Malicious Files: ICICI Bank में है आपका अकाउंट ? हो जाएं सावधान, बैंक ने कहा- भूलकर भी न करें ये फाइल डाउनलोड",DIRECTLY_RELEVANT,"ICICI Bank Q4 FY24 earnings, loan growth, FD rates, shares, or operations"
20240402151500-103,20240402151500,india.com,https://zeenews.india.com/companies/icici-securities-gets-rs-66-70-lakh-gst-demand-order-2736537.html,ICICI Securities Gets Rs 66.70 Lakh GST Demand Order,NOT_RELEVANT,Standalone ICICI Securities brokerage research / business
20240403014500-174,20240403014500,udaipurkiran.com,https://udaipurkiran.com/icici-bank-warns-customers-this-new-type-of-fraud-is-becoming-more-common/,ICICI Bank Warns Customers : This new type of fraud is becoming more common,DIRECTLY_RELEVANT,"ICICI Bank Q4 FY24 earnings, loan growth, FD rates, shares, or operations"
20240403014500-1340,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/icici-bank-warns-customers/,ICICI Bank Warns Customers | Udaipur Kiran,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-375,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/bank-customer-care-call/,bank customer care call | Udaipur Kiran,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-524,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/bank-fake-customer-care-call/,bank fake customer care call. | Udaipur Kiran,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-96,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/cooperative-banks/,cooperative banks | Udaipur Kiran,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-1153,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/customer-care-funny-calls/,customer care funny calls | Udaipur Kiran,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-1290,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/customer-education/,customer education | Udaipur Kiran,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-481,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/delhi-police-warns-users-of-fake-icici-bank-banking-webpage/,delhi police warns users of fake icici bank banking webpage,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-99,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/delhi-police-warns-users/,delhi police warns users | Udaipur Kiran,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-88,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/fake-customer-care-call/,fake customer care call | Udaipur Kiran,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-1428,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/hindustan-times/,hindustan times | Udaipur Kiran,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-242,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/icici-bank-customers-targetted/,icici bank customers targetted | Udaipur Kiran,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-735,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/icici-bank-stock/,icici bank stock | Udaipur Kiran,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-629,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/indias-icici-bank-warns-remittance-users-to-steer-away-from-bitcoin/,india's icici bank warns remittance users to steer away from bitcoin,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-374,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/privatisation-of-banks/,privatisation of banks | Udaipur Kiran,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-1252,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/sbi-customers-alert/,sbi customers alert | Udaipur Kiran,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403014500-992,20240403014500,udaipurkiran.com,https://udaipurkiran.com/tag/state-bank-of-india-warns-of-fake-customer-care-calls/,state bank of india warns of fake customer care calls,NOT_RELEVANT,Non-article URL (CMS tag/topic index page)
20240403054500-322,20240403054500,livemint.com,https://www.livemint.com/money/personal-finance/icici-bank-warns-customers-against-new-online-banking-fraud-says-do-not-apk-file-otp-sms-whatsapp-icicibankcom-11712117641744.html,"ICICI Bank warns customers against new online fraud, says 'do not…",DIRECTLY_RELEVANT,"ICICI Bank Q4 FY24 earnings, loan growth, FD rates, shares, or operations"
20240403061500-996,20240403061500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-lombard-shares-gain-0-47-as-sensex-falls/articleshow/108993863.cms,ICICI Lombard Share Price: ICICI Lombard shares gain 0.47% as Sensex falls,NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20240403074500-805,20240403074500,news18.com,https://www.news18.com/tech/new-scam-warning-from-icici-bank-for-its-customers-dont-download-files-from-unknown-people-8837807.html,New Scam Warning From ICICI Bank For Its Customers: Don't Download Files From Unknown People,DIRECTLY_RELEVANT,"ICICI Bank Q4 FY24 earnings, loan growth, FD rates, shares, or operations"
20240403083000-996,20240403083000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-pru-life-declines-0-74-as-sensex-climbs/articleshow/108998795.cms,ICICI Pru Life Share Price: ICICI Pru Life declines 0.74% as Sensex climbs,NOT_RELEVANT,Standalone subsidiary mention without parent bank materiality
20240403130000-182,20240403130000,hindustantimes.com,https://www.hindustantimes.com/business/icici-bank-account-holder-alert-here-is-an-online-fraud-warning-for-you-101712145776068.html,ICICI Bank account holder? Alert! Here is an online fraud warning for you,DIRECTLY_RELEVANT,"ICICI Bank Q4 FY24 earnings, loan growth, FD rates, shares, or operations"
20240403143000-1383,20240403143000,vccircle.com,https://www.vccircle.com/marqueepefirms-join-race-to-buy-out-icici-venture-from-bakery-chain,Marquee PE firms join race to buy out ICICI Venture from bakery chain,NOT_RELEVANT,Standalone subsidiary mention without parent bank materiality
20240403144500-1862,20240403144500,businesstoday.in,https://www.businesstoday.in/tech-today/news/story/dont-install-any-suspicious-or-malicious-app-icici-bank-warns-its-customers-of-new-online-scam-424192-2024-04-03,'Don't install any suspicious or malicious app': ICICI Bank warns its customers of new online scam,DIRECTLY_RELEVANT,"ICICI Bank Q4 FY24 earnings, loan growth, FD rates, shares, or operations"
20240403201500-T280,20240403201500,platow.de,https://www.platow.de/archiv/platow-emerging-markets/platow-emerging-markets-ausgabe-vom-03-04-2024/icici-bank-profitiert-weiter-von-hohen-zinsen/,ICICI Bank profitiert weiter von hohen Zinsen,DIRECTLY_RELEVANT,"ICICI Bank Q4 FY24 earnings, loan growth, FD rates, shares, or operations"
20240403201500-T1889,20240403201500,bhaskar.com,https://www.bhaskar.com/career/news/icici-bank-recruitment-for-relationship-manager-graduate-candidates-can-apply-job-location-delhi-132818318.html,"ICICI Bank Recruitment for Relationship Manager, Graduate Candidates can Apply, Job Location Delhi | प्राइवेट नौकरी: ICICI Bank में रिलेशनशिप मैनेजर की वैकेंसी, ग्रेजुएट कैंडिडेट करें अप्लाय, जॉब लोकेशन दिल्ली",DIRECTLY_RELEVANT,"ICICI Bank Q4 FY24 earnings, loan growth, FD rates, shares, or operations"
