article_id,ticker,headline,url,canonical_url,source,published_at,trading_date,timestamp_basis,human_label,human_notes
20240101083000-56,SBIN.NS,sbi: We would like to maintain gold standard of asset quality in SBI; improve upon where we left in 2023: Dinesh Kumar Khara,https://economictimes.indiatimes.com/markets/expert-view/we-would-like-to-maintain-gold-standard-of-asset-quality-in-sbi-improve-upon-where-we-left-in-2023-dinesh-kumar-khara/articleshow/106444862.cms,https://economictimes.indiatimes.com/markets/expert-view/we-would-like-to-maintain-gold-standard-of-asset-quality-in-sbi-improve-upon-where-we-left-in-2023-dinesh-kumar-khara/articleshow/106444862.cms,indiatimes.com,2024-01-01T14:00:00+05:30,2024-01-01,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, or stock targets."
20240101133000-145,SBIN.NS,Sale of electoral bonds in 29 SBI branches to start on Tuesday,https://www.prokerala.com/news/articles/a1492885.html,https://www.prokerala.com/news/articles/a1492885.html,prokerala.com,2024-01-01T19:00:00+05:30,2024-01-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, or stock targets."
20240101133000-529,SBIN.NS,Sale of electoral bonds in 29 SBI branches to start on Tuesday,https://www.prokerala.com/news/articles/a1492883.html,https://www.prokerala.com/news/articles/a1492883.html,prokerala.com,2024-01-01T19:00:00+05:30,2024-01-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, or stock targets."
20240101134500-595,SBIN.NS,Sale Of Electoral Bonds In 29 SBI Branches To Start On Tuesday,https://menafn.com/1107673878/Sale-Of-Electoral-Bonds-In-29-SBI-Branches-To-Start-On-Tuesday,https://menafn.com/1107673878/Sale-Of-Electoral-Bonds-In-29-SBI-Branches-To-Start-On-Tuesday,menafn.com,2024-01-01T19:15:00+05:30,2024-01-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, or stock targets."
20240101143000-478,SBIN.NS,SBI authorised to issue and encash electoral bonds through 29 branches,https://www.aninews.in/news/national/general-news/sbi-authorised-to-issue-and-encash-electoral-bonds-through-29-branches20240101191955/,https://www.aninews.in/news/national/general-news/sbi-authorised-to-issue-and-encash-electoral-bonds-through-29-branches20240101191955/,aninews.in,2024-01-01T20:00:00+05:30,2024-01-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, or stock targets."
20240101150000-355,SBIN.NS,SBI electoral bonds: SBI authorised to issue and encash electoral bonds through 29 branches,https://economictimes.indiatimes.com/industry/banking/finance/banking/sbi-authorised-to-issue-and-encash-electoral-bonds-through-29-branches/articleshow/106456867.cms,https://economictimes.indiatimes.com/industry/banking/finance/banking/sbi-authorised-to-issue-and-encash-electoral-bonds-through-29-branches/articleshow/106456867.cms,indiatimes.com,2024-01-01T20:30:00+05:30,2024-01-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, or stock targets."
20240101164500-563,SBIN.NS,SBI authorised to issue and encash electoral bonds through 29 branches,https://aninews.in/news/national/general-news/sbi-authorised-to-issue-and-encash-electoral-bonds-through-29-branches20240101191955/,https://aninews.in/news/national/general-news/sbi-authorised-to-issue-and-encash-electoral-bonds-through-29-branches20240101191955/,aninews.in,2024-01-01T22:15:00+05:30,2024-01-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, or stock targets."
20240101181500-214,SBIN.NS,"SBI authorised to issue, encash electoral bonds through 29 branches, sale to start from Tuesday",https://www.businesstoday.in/latest/policy/story/sbi-authorised-to-issue-encash-electoral-bonds-through-29-branches-sale-to-start-from-tuesday-411476-2024-01-01,https://www.businesstoday.in/latest/policy/story/sbi-authorised-to-issue-encash-electoral-bonds-through-29-branches-sale-to-start-from-tuesday-411476-2024-01-01,businesstoday.in,2024-01-01T23:45:00+05:30,2024-01-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, or stock targets."
20240101183000-649,SBIN.NS,India News | SBI Authorised to Issue and Encash Electoral Bonds Through 29 Branches,https://www.latestly.com/agency-news/india-news-sbi-authorised-to-issue-and-encash-electoral-bonds-through-29-branches-5664663.html,https://www.latestly.com/agency-news/india-news-sbi-authorised-to-issue-and-encash-electoral-bonds-through-29-branches-5664663.html,latestly.com,2024-01-02T00:00:00+05:30,2024-01-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, or stock targets."
20240101203000-220,SBIN.NS,SBI To Issue And Encash Electoral Bonds Through 29 Branches,https://www.businessworld.in/article/SBI-To-Issue-And-Encash-Electoral-Bonds-Through-29-Branches/01-01-2024-504167/,https://www.businessworld.in/article/SBI-To-Issue-And-Encash-Electoral-Bonds-Through-29-Branches/01-01-2024-504167/,businessworld.in,2024-01-02T02:00:00+05:30,2024-01-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, or stock targets."
