article_id,ticker,company,headline,source,url,published_at,seen_at,source_timestamp,trading_date,timestamp_basis,gkg_record_id,company_match_reason,finbert_label,finbert_confidence,sentiment_score
0ea3d1bcd4135d695aefb5e0039be2d59cd4f761,INFY.NS,Infosys,Infosys (NYSE:INFY) Upgraded to Buy at StockNews.com,etfdailynews.com,https://www.etfdailynews.com/2024/09/30/infosys-nyseinfy-upgraded-to-buy-at-stocknews-com,,2024-10-01T09:15:00+05:30,20241001034500,2024-10-01,gdelt_gkg_observation,20241001034500-429,Direct headline match with company alias,,,
9df41b8c13c534b2feff520067a8f0711860222c,INFY.NS,Infosys,"Infosys (NYSE:INFY) Upgraded by StockNews.com to ""Buy""",tickerreport.com,https://www.tickerreport.com/banking-finance/12579285/infosys-nyseinfy-upgraded-by-stocknews-com-to-buy.html,,2024-10-01T09:15:00+05:30,20241001034500,2024-10-01,gdelt_gkg_observation,20241001034500-731,Direct headline match with company alias,,,
099c243adc469e52672bff8b5908981fa8126823,INFY.NS,Infosys,"Nifty, Sensex Gain Marginally As Infosys, M&M Share Prices Rise: Midday Market Update",ndtvprofit.com,https://www.ndtvprofit.com/markets/nifty-sensex-erase-losses-as-infosys-mm-share-prices-rise-midday-market-update,,2024-10-01T14:00:00+05:30,20241001083000,2024-10-01,gdelt_gkg_observation,20241001083000-533,Direct headline match with company alias,,,
a6014338deced259f5d9858f69d1c60f01bd9511,INFY.NS,Infosys,"IT Sector Q2 Results Preview: TCS, Infosys likely to lead revenue growth, margins to remain mixed",livemint.com,https://www.livemint.com/companies/company-results/it-sector-q2-results-preview-tcs-infosys-likely-to-lead-revenue-growth-margins-to-remain-mixed-11727769457966.html,,2024-10-01T15:15:00+05:30,20241001094500,2024-10-01,gdelt_gkg_observation,20241001094500-100,Direct headline match with company alias,,,
1523f6062748318058f25c74ac3484d9f9412d6e,INFY.NS,Infosys,IT union NITES locks horn with Karnataka govt over Infosys onboarding delays,moneycontrol.com,https://www.moneycontrol.com/news/business/it-union-nites-locks-horn-with-karnataka-govt-over-infosys-onboarding-delays-12833721.html,,2024-10-01T20:45:00+05:30,20241001151500,2024-10-03,gdelt_gkg_observation,20241001151500-1680,Direct headline match with company alias,,,
b0e4cf733d4576575528f0bb88506af5649e3a4a,INFY.NS,Infosys,Infosys Limited (NYSE:INFY) Short Interest Down 7.4% in September,biztoc.com,https://biztoc.com/x/9afff374dfe6f5ef,2024-10-01T20:20:00+05:30,2024-10-01T21:45:00+05:30,20241001161500,2024-10-03,publisher_published_at,20241001161500-1233,Direct headline match with company alias,,,
5d8356114e8b234c1758aaa69a3db39cabbf8fc1,INFY.NS,Infosys,"Infosys row: Karnataka govt's response to Centre 'misleading', says NITES",thehindubusinessline.com,https://www.thehindubusinessline.com/incoming/infosys-row-karnataka-govts-response-to-centre-misleading-says-nites/article68705726.ece,2024-10-01T19:40:00+05:30,2024-10-01T23:15:00+05:30,20241001174500,2024-10-03,publisher_published_at,20241001174500-2053,Direct headline match with company alias,,,
b84d9feff197a034e80941baeaba5fd2af0a6f2f,INFY.NS,Infosys,Infosys Limited (NYSE:INFY) Short Interest Down 7.4% in September,tickerreport.com,https://www.tickerreport.com/banking-finance/12584542/infosys-limited-nyseinfy-short-interest-down-7-4-in-september.html,,2024-10-02T02:00:00+05:30,20241001203000,2024-10-03,gdelt_gkg_observation,20241001203000-170,Direct headline match with company alias,,,
3f6d69828a02a2fc5d8e3b412df3a24ecacc669c,INFY.NS,Infosys,Short Interest in Infosys Limited (NYSE:INFY) Drops By 7.4%,tickerreport.com,https://www.tickerreport.com/banking-finance/12584746/short-interest-in-infosys-limited-nyseinfy-drops-by-7-4.html,,2024-10-02T03:00:00+05:30,20241001213000,2024-10-03,gdelt_gkg_observation,20241001213000-328,Direct headline match with company alias,,,
f966b4e8965049c049a18ee7802a50cbd182dc97,INFY.NS,Infosys,Infosys closing its Russia office: Report,rashtranews.com,https://www.rashtranews.com/infosys-closing-its-russia-office-report,,2024-10-02T10:45:00+05:30,20241002051500,2024-10-03,gdelt_gkg_observation,20241002051500-912,Direct headline match with company alias,,,
