gkg_record_id,headline,source,url,reason
20240401051500-845,"INDIA STOCKS-Indian shares hit record high on boost from China, US data",marketscreener.com,https://www.marketscreener.com/quote/index/NIFTY-50-9743680/news/INDIA-STOCKS-Indian-shares-hit-record-high-on-boost-from-China-US-data-46327331/,Filtered by BigQueryGKGExtractor
20240401053000-168,Indices: Stock market update: Nifty IT index  advances  0.64% in  an upbeat  market,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-64-in-an-upbeat-market/articleshow/108932458.cms,Filtered by BigQueryGKGExtractor
20240401053000-T1581,Stock Market | &#x905;&#x930;&#x94D;&#x925;&#x935;&#x93E;&#x930;&#x94D;&#x924;&#x93E;- &#x928;&#x93F;&#x92B;&#x94D;&#x91F;&#x940;&#x92E;&#x927;&#x940;&#x932; &#x96B;&#x966; &#x92A;&#x948;&#x915;&#x940; '&#x92F;&#x93E;' &#x96A;&#x96E; &#x938;&#x92E;&#x92D;&#x93E;&#x917;&#x93E;&#x902;&#x924; &#x935;&#x93E;&#x922;,pudhari.news,https://pudhari.news/features/arthabhan/764765/arthavarta-article/ar,Filtered by BigQueryGKGExtractor
20240401060000-366,NTPC | REC | PFC: Play power theme with 3 stocks for next one year; IT largecaps to do well: Rahul Shah,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/play-power-theme-with-3-stocks-for-next-one-year-it-largecaps-to-do-well-rahul-shah/articleshow/108933533.cms,Filtered by BigQueryGKGExtractor
20240401061500-1117,Tech-betting mutual fund investors lose over 4% in March. Will April be different?,indiatimes.com,https://economictimes.indiatimes.com/mf/analysis/tech-betting-mutual-fund-investors-lose-over-4-in-march-will-april-be-different/articleshow/108933960.cms,Filtered by BigQueryGKGExtractor
20240401071500-985,"Fortune India: Business News, Strategy, Finance and Corporate Insight",fortuneindia.com,https://www.fortuneindia.com/long-reads/off-balance-how-global-equity-indices-undermine-india-story/116289,Filtered by BigQueryGKGExtractor
20240401081500-572,"Sensex, Nifty Climb In Early Trade; Metal Stocks Outperform On China Data",forextv.com,https://forextv.com/forex-analysis/sensex-nifty-climb-in-early-trade-metal-stocks-outperform-on-china-data/,Filtered by BigQueryGKGExtractor
20240401081500-1292,"Sensex, Nifty Climb In Early Trade; Metal Stocks Outperform On China Data",rttnews.com,https://www.rttnews.com/story.aspx?Id=3435856,Filtered by BigQueryGKGExtractor
20240401084500-560,"Sensex, Nifty Climb In Early Trade; Metal Stocks Outperform On China Data",rttnews.com,https://www.rttnews.com/3435856/sensex-nifty-climb-in-early-trade-metal-stocks-outperform-on-china-data.aspx,Filtered by BigQueryGKGExtractor
20240401103000-1408,Managed Security Services Market Size to Hit USD 66.52billion by 2030 As Revealed In New Report,whatech.com,https://whatech.com/og/markets-research/it/800113-managed-security-services-market-size-to-hit-usd-66-52billion-by-2030-latest-report-by-exactitude-consultancy,Filtered by BigQueryGKGExtractor
20240401111500-306,Optimism on Persistent Systems put to test after a robust run,livemint.com,https://www.livemint.com/market/mark-to-market/optimism-on-persistent-systems-put-to-test-after-a-robust-run-11711965663824.html,Filtered by BigQueryGKGExtractor
20240401114500-570,Indices: Stock market update: Nifty IT index  advances  0.41%,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-41/articleshow/108945320.cms,Filtered by BigQueryGKGExtractor
20240401123000-93,Towards Zero Hunger: PM Modi extends support to India's Permanent Mission to UN,prokerala.com,https://www.prokerala.com/news/articles/a1519440.html,Filtered by BigQueryGKGExtractor
20240401123000-947,Towards Zero Hunger: PM Modi extends support to India's Permanent Mission to UN,prokerala.com,https://www.prokerala.com/news/articles/a1519442.html,Filtered by BigQueryGKGExtractor
20240401123000-975,Towards Zero Hunger: PM Modi to address India's Permanent Mission to UN,prokerala.com,https://www.prokerala.com/news/articles/a1519431.html,Filtered by BigQueryGKGExtractor
20240401131500-319,"'Terrible service, no announcement, no clarity...': Mohandas Pai slams Vistara for last-minute flight delay",businesstoday.in,https://www.businesstoday.in/latest/trends/story/terrible-service-no-announcement-no-clarity-mohandas-pai-slams-vistara-for-last-minute-flight-delay-423788-2024-04-01,Filtered by BigQueryGKGExtractor
20240401140000-338,Towards Zero Hunger: PM Modi extends support to India's Permanent Mission to UN,prokerala.com,https://www.prokerala.com/news/articles/a1519451.html,Filtered by BigQueryGKGExtractor
20240401161500-221,Innoviti completes first close of its pre-IPO round with Rs 40 crore fundraise,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/innoviti-completes-first-close-of-its-pre-ipo-round-with-rs-40-crore-fundraise/articleshow/108951600.cms,Filtered by BigQueryGKGExtractor
20240401173000-307,Rebooting Tech Mahindra: New CEO Mohit Joshi takes charge,businesstoday.in,https://www.businesstoday.in/magazine/editors-note/story/rebooting-tech-mahindra-new-ceo-mohit-joshi-takes-charge-423774-2024-04-01,Filtered by BigQueryGKGExtractor
20240401183000-885,March 2024: People on the Move,sdtimes.com,https://sdtimes.com/softwaredev/march-2024-people-on-the-move/,Filtered by BigQueryGKGExtractor
20240401183000-603,Intelligent Process Automation Market to move forward at a double-digit CAGR by 2030,briefingwire.com,https://www.briefingwire.com/pr/intelligent-process-automation-market-to-move-forward-at-a-double-digit-cagr-by-2030,Filtered by BigQueryGKGExtractor
20240401193000-1219,IT firms mustn't miss warning signals from Accenture,livemint.com,https://www.livemint.com/opinion/online-views/it-firms-mustn-t-miss-warning-signals-from-accenture-11711975824515.html,Filtered by BigQueryGKGExtractor
20240401194500-307,"Connected Logistics Market Surges Toward USD 41.51 Billion by 2030, Driven by Seamless Integration and Customer-Centric Solutions",whatech.com,https://whatech.com/og/markets-research/industrial/800520-connected-logistics-market-surges-toward-usd-41-51-billion-by-2030-driven-by-seamless-integration-and-customer-centric-solutions,Filtered by BigQueryGKGExtractor
20240401201500-2107,YourStory | Stories about startups & entrepreneurships,yourstory.com,https://social.yourstory.com:443/enterprise-story/2024/04/infosys-gets-tax-demand-it-department-cyber-threats,Filtered by BigQueryGKGExtractor
20240401210000-577,YourStory | Stories about startups & entrepreneurships,yourstory.com,https://her.yourstory.com:443/enterprise-story/2024/04/infosys-gets-tax-demand-it-department-cyber-threats,Filtered by BigQueryGKGExtractor
20240401210000-1502,YourStory | Stories about startups & entrepreneurships,yourstory.com,https://yourstory.com:443/enterprise-story/2024/04/infosys-gets-tax-demand-it-department-cyber-threats,Filtered by BigQueryGKGExtractor
20240401210000-1715,Better Home & Finance Holding Company (NYSE:BETR) Q4 2023 Earnings Call Transcript,insidermonkey.com,https://www.insidermonkey.com/blog/better-home-finance-holding-company-nysebetr-q4-2023-earnings-call-transcript-1284469/,Filtered by BigQueryGKGExtractor
20240401211500-1677,Report: The Kolkata Literary Meet 2024,hindustantimes.com,https://www.hindustantimes.com/books/report-the-kolkata-literary-meet-2024-101711998918968.html,Filtered by BigQueryGKGExtractor
20240401214500-1158,"Equities Research Analysts' Updated EPS Estimates for April 1st (BA, BIIB, BMY, C, CVX, INFY, MRNA, PIII, PLNT, RCL)",wkrb13.com,https://www.wkrb13.com/2024/04/01/equities-research-analysts-updated-eps-estimates-for-april-1st-ba-biib-bmy-c-cvx-infy-mrna-piii-plnt-rcl.html,Filtered by BigQueryGKGExtractor
20240402023000-463,Zepto's $300 million funding; Meta taps Reliance for data centre,indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/zeptos-300-million-funding-meta-taps-reliance-for-data-centre/articleshow/108958272.cms,Filtered by BigQueryGKGExtractor
20240402023000-1299,"Stock Market Live Updates: Asian markets rise, Nikkei 225 hits 40,000 mark",thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stock-market-live-updates-asian-markets-rise-nikkei-225-hits-40000-mark/article68016082.ece,Filtered by BigQueryGKGExtractor
20240402023000-1218,"Day trading guide for April 02, 2024: Intraday supports, resistances for Nifty50 stocks",thehindubusinessline.com,https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-april-02-2024/article68015870.ece,Filtered by BigQueryGKGExtractor
20240402024500-684,Stock Market Today: Top 10 things to know before the market opens,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-263-12556511.html,Filtered by BigQueryGKGExtractor
20240402033000-56,Indian shares set to open higher tracking Asian peers,marketscreener.com,https://www.marketscreener.com/news/latest/Indian-shares-set-to-open-higher-tracking-Asian-peers-46333324/,Filtered by BigQueryGKGExtractor
20240402034500-537,"Bears return to D-Street after two-day rally; Sensex tumbles over 700 points, Nifty ends below 17,200",rashtranews.com,https://www.rashtranews.com/bears-return-to-d-street-after-two-day-rally-sensex-tumbles-over-700-points-nifty-ends-below-17200/,Filtered by BigQueryGKGExtractor
20240402034500-287,"Bharat Dynamics, TVS Holdings, GPT Healthcare shares to go ex-dividend today",businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/bharat-dynamics-tvs-holdings-gpt-healthcare-shares-to-go-ex-dividend-today-423824-2024-04-02,Filtered by BigQueryGKGExtractor
20240402043000-791,"Sensex, Nifty trade flat ahead of RBI meet, analysts recommend 'buy on dips'",moneycontrol.com,https://www.moneycontrol.com/news/business/markets/sensex-nifty-trade-lower-analysts-recommend-buy-on-dips-12558511.html,Filtered by BigQueryGKGExtractor
20240402043000-839,"Stocks that will see action today: April 2, 2024",wn.com,https://article.wn.com/view/2024/04/02/Stocks_that_will_see_action_today_April_2_2024/,Filtered by BigQueryGKGExtractor
20240402043000-286,Stocks that will see action today: 2 April 2024 - The Hindu BusinessLine,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stocks-that-will-see-action-today-april-2-2024/article68018649.ece,Filtered by BigQueryGKGExtractor
20240402053000-430,Innoviti Raises Rs. 40 Crores in First Close of Series E Round,aninews.in,https://www.aninews.in/news/business/innoviti-raises-rs-40-crores-in-first-close-of-series-e-round20240402101304/,Filtered by BigQueryGKGExtractor
20240402053000-757,"Sensex, Nifty Subdued In Early Trade; Auto And IT Stocks Lead Losses",rttnews.com,https://www.rttnews.com/3436122/sensex-nifty-subdued-in-early-trade-auto-and-it-stocks-lead-losses.aspx,Filtered by BigQueryGKGExtractor
20240402054500-459,"In AI era, PR companies must undergo a metamorphosis to stay relevant: Ameer Ismail",adgully.com,https://www.adgully.com/in-ai-era-pr-companies-must-undergo-a-metamorphosis-to-stay-relevant-ameer-ismail-143899.html,Filtered by BigQueryGKGExtractor
20240402054500-1295,"Markets fall in early trade on profit-taking, foreign fund outflows",siasat.com,https://www.siasat.com/markets-fall-in-early-trade-on-profit-taking-foreign-fund-outflows-3002395/,Filtered by BigQueryGKGExtractor
20240402054500-1265,"Markets fall in early trade on profit-taking, foreign fund outflows",thehindu.com,https://www.thehindu.com/business/markets/markets-fall-in-early-trade-on-profit-taking-foreign-fund-outflows/article68018733.ece,Filtered by BigQueryGKGExtractor
20240402054500-624,Innoviti Raises Rs. 40 Crores in First Close of Series E Round,devdiscourse.com,https://www.devdiscourse.com/article/technology/2875394-innoviti-raises-rs-40-crores-in-first-close-of-series-e-round,Filtered by BigQueryGKGExtractor
20240402060000-838,"Markets fall in early trade on profit-making, foreign fund outflows",theweek.in,https://www.theweek.in/news/biz-tech/2024/04/02/markets-fall-in-early-trade-on-profit-making-foreign-fund-outflows.html,Filtered by BigQueryGKGExtractor
20240402060000-734,Innoviti Raises Rs. 40 Crores in First Close of Series E Round,theweek.in,https://www.theweek.in/wire-updates/business/2024/04/02/dcm10-innoviti-technologies-pvt.-ltd..html,Filtered by BigQueryGKGExtractor
20240402060000-859,It's biz as usual at Electronics City as other Bengaluru industrial suburbs battle water crisis,indiatimes.com,https://economictimes.indiatimes.com/news/india/its-biz-as-usual-at-electronics-city-as-other-bengaluru-industrial-suburbs-battle-water-crisis/articleshow/108963291.cms,Filtered by BigQueryGKGExtractor
20240402061500-367,"Vistara Flight Disruptions Escalate, Numerous Flights Cancelled Nationwide",newsx.com,https://www.newsx.com/top-news/vistara-flight-disruptions-escalate-numerous-flights-cancelled-nationwide/,Filtered by BigQueryGKGExtractor
20240402061500-T19,"Opening Bell: &#x938;&#x947;&#x928;&#x94D;&#x938;&#x947;&#x915;&#x94D;&#x938;-&#x928;&#x93F;&#x92B;&#x94D;&#x91F;&#x940;&#x91A;&#x940; &#x92B;&#x94D;&#x932;&#x945;&#x91F; &#x938;&#x941;&#x930;&#x941;&#x935;&#x93E;&#x924;; JSW &#x938;&#x94D;&#x91F;&#x940;&#x932; &#x918;&#x938;&#x930;&#x932;&#x93E;, &#x92C;&#x91C;&#x93E;&#x91C; &#x911;&#x91F;&#x94B;&#x92E;&#x927;&#x94D;&#x92F;&#x947; &#x924;&#x947;&#x91C;&#x940;",lokmat.com,https://www.lokmat.com/business/stock-market/opening-bell-sensex-nifty-opens-flat-jsw-steel-falls-bajaj-auto-gains-share-market-bse-nse-a-a720/,Filtered by BigQueryGKGExtractor
20240402070000-768,"Stock market | Markets fall in early trade on profit-taking, foreign fund outflows",telegraphindia.com,https://www.telegraphindia.com/feeds/business/markets-fall-in-early-trade-on-profit-taking-foreign-fund-outflows/cid/2010609,Filtered by BigQueryGKGExtractor
20240402071500-212,Innoviti Raises Rs. 40 Crores in First Close of Series E Round,aninews.in,https://aninews.in/news/business/innoviti-raises-rs-40-crores-in-first-close-of-series-e-round20240402101304/,Filtered by BigQueryGKGExtractor
20240402071500-520,"Flight delays, cancellations, crew shortages: What's going on at Vistara?",firstpost.com,https://www.firstpost.com/explainers/vistara-flight-delays-cancellations-crew-shortages-13755077.html,Filtered by BigQueryGKGExtractor
20240402074500-158,"Markets fall in early trade on profit-taking, foreign fund outflows",dailypioneer.com,https://www.dailypioneer.com/2024/business/markets-fall-in-early-trade-on-profit-taking--foreign-fund-outflows.html,Filtered by BigQueryGKGExtractor
20240402083000-10,"Sensex, Nifty Subdued In Early Trade; Auto And IT Stocks Lead Losses",rttnews.com,https://www.rttnews.com/story.aspx?Id=3436122,Filtered by BigQueryGKGExtractor
20240402084500-900,Tech Mahindra's big push for growth: Will new CEO & MD Mohit Joshi's strategy work?,businesstoday.in,https://www.businesstoday.in/interactive/photo-essay/tech-mahindra-s-big-push-for-growth-will-new-ceo-md-mohit-joshi-s-strategy-work-201-01-04-2024,Filtered by BigQueryGKGExtractor
20240402084500-842,Innoviti Raises Rs. 40 Crores in First Close of Series E Round,webindia123.com,https://news.webindia123.com/news/Articles/Business/20240402/4183817.html,Filtered by BigQueryGKGExtractor
20240402094500-1586,IT And ITES See Big Fall In Private And Venture Investments,forbesindia.com,https://www.forbesindia.com/article/news/it-and-ites-see-big-fall-in-private-and-venture-investments/92381/1,Filtered by BigQueryGKGExtractor
20240402094500-311,Purpose: The Cornerstone Of Timeless Brands,forbesindia.com,https://www.forbesindia.com/article/storyboard18/purpose-the-cornerstone-of-timeless-brands/92379/1,Filtered by BigQueryGKGExtractor
20240402100000-621,"Stock market | Markets fall in early trade on profit-taking, foreign fund outflows",telegraphindia.com,https://www.telegraphindia.com/business/markets-fall-in-early-trade-on-profit-taking-foreign-fund-outflows/cid/2010609,Filtered by BigQueryGKGExtractor
20240402101500-1516,Local IT grads can't find jobs while engineers constantly transferred from India to work in SG under CECA,theonlinecitizen.com,https://www.theonlinecitizen.com/2023/02/05/local-it-grads-cant-find-jobs-while-engineers-constantly-transferred-from-india-to-work-in-sg-under-ceca/,Filtered by BigQueryGKGExtractor
20240402110000-1109,"Stock markets snap three-day winning run; Sensex down 110 pts on profit-taking, foreign fund outflows",orissapost.com,https://www.orissapost.com/stock-markets-snap-three-day-winning-run-sensex-down-110-pts-on-profit-taking-foreign-fund-outflows/,Filtered by BigQueryGKGExtractor
20240402111500-767,"Closing Bell: Markets ends flat! Nifty closes above 22,450, Sensex near 73,900; Media and Metal stocks shine on April 2",financialexpress.com,https://www.financialexpress.com/market/closing-bell-markets-ends-flat-nifty-closes-above-22450-sensex-near-73900-media-and-metal-stocks-shine-on-april-2-3444044/,Filtered by BigQueryGKGExtractor
20240402111500-826,"Top Gainers and Losers today on 2 April, 2024: Tata Consumer, Mahindra & Mahindra, Hero Motocorp, Kotak Mahindra Bank among most active stocks; Check full list here",livemint.com,https://www.livemint.com/market/stock-market-news/top-gainers-and-losers-today-on-2-april-2024-tata-consumer-mahindra-mahindra-hero-motocorp-kotak-mahindra-bank-among-most-active-stocks-check-full-list-here-11712053997093.html,Filtered by BigQueryGKGExtractor
20240402113000-1004,"Closing bell: Sensex decline around 100 points, Nifty settles at 22,453",indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/closing-bell-sensex-decline-around-100-points-nifty-settles-at-22453/articleshow/108973580.cms,Filtered by BigQueryGKGExtractor
20240402113000-T2589,"Share Market: &#x938;&#x947;&#x902;&#x938;&#x947;&#x915;&#x94D;&#x938; 110 &#x905;&#x902;&#x915; &#x932;&#x941;&#x922;&#x93C;&#x915;&#x93E;, &#x92B;&#x93F;&#x930; &#x92D;&#x940; &#x928;&#x93F;&#x935;&#x947;&#x936;&#x915;&#x94B;&#x902; &#x915;&#x940; &#x20B9;2.52 &#x932;&#x93E;&#x916; &#x915;&#x930;&#x94B;&#x921;&#x93C; &#x92C;&#x922;&#x93C; &#x917;&#x908; &#x938;&#x902;&#x92A;&#x924;&#x94D;&#x924;&#x93F;, &#x91C;&#x93E;&#x928;&#x947;&#x902; &#x915;&#x93E;&#x930;&#x923;",moneycontrol.com,https://hindi.moneycontrol.com/news/markets/share-market-today-sensex-ends-down-110pts-but-investor-earns-rs-2-52-lakh-crore-in-a-day-1884411.html,Filtered by BigQueryGKGExtractor
20240402114500-T677,"Share Market Closing Bell | &#x935;&#x93F;&#x915;&#x94D;&#x930;&#x92E;&#x940; &#x909;&#x91A;&#x94D;&#x91A;&#x93E;&#x902;&#x915;&#x93E;&#x928;&#x902;&#x924;&#x930; &#x92C;&#x93E;&#x91C;&#x93E;&#x930;&#x93E;&#x924; &#x938;&#x941;&#x938;&#x94D;&#x924;&#x940;! &#x938;&#x947;&#x928;&#x94D;&#x938;&#x947;&#x915;&#x94D;&#x938; &#x96D;&#x969;,&#x96F;&#x966;&#x969; &#x935;&#x930; &#x92C;&#x902;&#x926;, &#x938;&#x94D;&#x92E;&#x949;&#x932;, &#x92E;&#x93F;&#x921;&#x915;&#x945;&#x92A; &#x924;&#x947;&#x91C;&#x940;&#x924;",pudhari.news,https://pudhari.news/features/arthabhan/765964/sensex-down-110-points-nifty-on-22453/ar,Filtered by BigQueryGKGExtractor
20240402120000-15,Poor Nations Are Writing a New Handbook for Getting Rich,yahoo.com,https://www.yahoo.com/news/poor-nations-writing-handbook-getting-112146517.html,Filtered by BigQueryGKGExtractor
20240402120000-491,"Stock markets snap 3-day winning run; Sensex down 110 points on profit-taking, foreign fund outflows",tribuneindia.com,https://www.tribuneindia.com/news/business/stock-markets-snap-3-day-winning-run-sensex-down-110-points-on-profit-taking-foreign-fund-outflows-606627,Filtered by BigQueryGKGExtractor
20240402120000-318,"Indian Stock Markets Close In Red: Sensex At 73,903.91 & Nifty Below 22,500; M&M, Tata Motors Lead Gains",freepressjournal.in,https://www.freepressjournal.in/business/indian-stock-markets-close-in-red-sensex-at-7390391-nifty-below-22500-mm-tata-motors-lead-gains,Filtered by BigQueryGKGExtractor
20240402120000-1424,"Stock markets snap three-day winning run; Sensex down 110 points on profit-taking, foreign fund outflows",thehindu.com,https://www.thehindu.com/business/markets/stock-markets-snap-three-day-winning-run-sensex-down-110-points-on-profit-taking-foreign-fund-outflows/article68019609.ece,Filtered by BigQueryGKGExtractor
20240402121500-177,Stock Market Sectors: Stock market update: Power stocks  up  as market  falls,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/108976793.cms,Filtered by BigQueryGKGExtractor
20240402130000-T2416,"Stock Market: &#xC35;&#xC30;&#xC41;&#xC38; &#xC32;&#xC3E;&#xC2D;&#xC3E;&#xC32;&#xC15;&#xC41; &#xC2C;&#xC4D;&#xC30;&#xC47;&#xC15;&#xC4D;.. &#xC28;&#xC37;&#xC4D;&#xC1F;&#xC3E;&#xC32;&#xC4D;&#xC32;&#xC4B; &#xC26;&#xC47;&#xC36;&#xC40;&#xC2F; &#xC38;&#xC4D;&#xC1F;&#xC3E;&#xC15;&#xC4D; &#xC2E;&#xC3E;&#xC30;&#xC4D;&#xC15;&#xC46;&#xC1F;&#xC4D;&#xC32;&#xC41;! | Stock Market News, Sensex down 111 points.. sgr spl",andhrajyothy.com,https://www.andhrajyothy.com/2024/business/stock-market-news-sensex-down-111-points-sgr-spl-1234138.html,Filtered by BigQueryGKGExtractor
20240402141500-1701,"No WFH, 80 To 100-Hour Week: Flipkart Co-Founder Sachin Bansal's Rules For His Startup 'Navi'",indiatimes.com,https://www.indiatimes.com/worth/news/no-wfh-80-to-100-hour-week-sachin-bansals-office-rules-for-his-startup-631376.html,Filtered by BigQueryGKGExtractor
20240402143000-1549,"Share Market Highlights 2nd April 2024:  Sensex, Nifty retreat after three-day rally; profit-taking dominates",thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stock-market-highlights-2-april-2024/article68016082.ece,Filtered by BigQueryGKGExtractor
20240402144500-890,"IT Dept opens portal to file returns for 2025, verification mechanism reworded",thehindubusinessline.com,https://www.thehindubusinessline.com/economy/it-dept-opens-portal-to-file-returns-for-2025-verification-mechanism-reworded/article68019864.ece,Filtered by BigQueryGKGExtractor
20240402150000-1463,"Sensex down 110 pts on profit-taking, foreign fund outflows",thehindubusinessline.com,https://www.thehindubusinessline.com/markets/sensex-down-110-pts-on-profit-taking-foreign-fund-outflows/article68019583.ece,Filtered by BigQueryGKGExtractor
20240402150000-578,"Sensex down 111 pts on profit-taking, foreign fund outflows",rediff.com,https://www.rediff.com/business/report/sensex-down-111-pts-on-profit-taking-foreign-fund-outflows/20240402.htm,Filtered by BigQueryGKGExtractor
20240402151500-624,"Stock Markets Snap 3-day Winning Run; Sensex Down 110 Pts On Profit-taking, Foreign Fund Outflows",india.com,https://zeenews.india.com/markets/stock-markets-snap-3-day-winning-run-sensex-down-110-pts-on-profit-taking-foreign-fund-outflows-2736484.html,Filtered by BigQueryGKGExtractor
