gkg_record_id,date,source,url,headline,pipeline_stage,matcher_decision,trading_date,human_label,notes
20241001010000-T91,20241001010000,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/stock-market-prediction-today-these-shares-including-greenlam-industries-will-remain-in-focus/articleshow/113826306.cms,Stock Market Prediction today these shares including Greenlam Industries will remain in focus: भारी गिरावट के बाद आज Greenlam Industries समेत इन शेयरों पर होगा फोकस,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001050000-553,20241001050000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/113836201.cms,Stock Market Sectors: Stock market update: Fertilisers stocks up as market rises,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001050000-659,20241001050000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/113836313.cms,Stock Market Sectors: Stock market update: Mining stocks mixed as market rises,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001051500-633,20241001051500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/sensex-nifty-rebound-after-two-sessions-of-losses-it-auto-stocks-lead-rally-12832998.html,"Sensex, Nifty rebound after two sessions of losses; IT, auto stocks lead rally",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001053000-253,20241001053000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/113837196.cms,Stock Market Sectors: Stock market update: Power stocks up as market rises,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001054500-208,20241001054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/113837839.cms,active stocks: Share market update: Most active stocks of the day in terms of total traded value,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001054500-T1226,20241001054500,khaskhabar.com,https://www.khaskhabar.com/news/india-news/news-stock-market-opened-with-gains-buying-in-it-and-auto-stocks-news-hindi-1-673397-KKN.html,"Stock market opened with gains, buying in IT and auto stocks",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001060000-263,20241001060000,menafn.com,https://menafn.com/1108732594/Sensex-Trades-Higher-Amid-Positive-Global-Cues,Sensex Trades Higher Amid Positive Global Cues,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001060000-968,20241001060000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/113838032.cms,share market: Share market update: Most active stocks on D-Street today in terms of volume,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001060000-270,20241001060000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/113838232.cms,52 week high stocks: Stock market update: Stocks that hit 52-week highs on NSE,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001061500-64,20241001061500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse/articleshow/113838611.cms,52 week high stocks: Stock market update: Stocks that hit 52-week lows on NSE,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001063000-73,20241001063000,ibtimes.co.in,https://www.ibtimes.co.in/sensex-nifty-open-positive-trade-higher-amid-positive-global-cues-872897,"Sensex, Nifty open positive, trade higher amid positive global cues",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001063000-151,20241001063000,sakshipost.com,https://www.sakshipost.com/news/sensex-trades-higher-amid-positive-global-cues-337246,October 1: Sensex trades higher amid positive global cues,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001070000-816,20241001070000,prokerala.com,https://www.prokerala.com/news/articles/a1568811.html,Sensex trades higher amid positive global cues,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001070000-956,20241001070000,thehindu.com,https://www.thehindu.com/business/markets-rebound-in-early-trade-after-sharp-drubbing-in-previous-session/article68704413.ece,Markets rebound in early trade after sharp drubbing in previous session,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001070000-T444,20241001070000,prabhatkhabar.com,https://www.prabhatkhabar.com/business/stock-market-started-strongly-sensex-jumped-348-points-in-early-trade,"Stock Market: शेयर बाजार में मंगल, शुरुआती कारोबार में 348 अंक उछला सेंसेक्स",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001073000-662,20241001073000,mid-day.com,https://www.mid-day.com/business/business-news/article/markets-rebound-amid-early-trade-as-japanese-markets-recover-after-drubbing-23403270,Benchmark indices rebound amid buying in IT stocks and recovery in Japanese markets,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001081500-T410,20241001081500,jansatta.com,https://www.jansatta.com/business/share-market-today-1-october-2024-bse-sensex-gains-280-points-nifty-near-26000/3601889/,Share market today 1 october 2024 bse sensex gains 280 points nifty near 26000,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001083000-547,20241001083000,newkerala.com,https://www.newkerala.com/news/2024/61739.htm,Sensex trades higher amid positive global cues,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001111500-T1843,20241001111500,khaskhabar.com,https://www.khaskhabar.com/news/india-news/news-indian-stock-market-closed-flat-buying-in-midcap-and-smallcap-news-hindi-1-673490-KKN.html,"Indian stock market closed flat, buying in midcap and smallcap",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001114500-140,20241001114500,menafn.com,https://menafn.com/1108733962/Sensex-Closes-Flat-IT-And-Auto-Stocks-Gain,"Sensex Closes Flat, IT And Auto Stocks Gain",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001121500-265,20241001121500,prokerala.com,https://www.prokerala.com/news/articles/a1568949.html,"Sensex closes flat, IT and auto stocks gain",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001144500-1600,20241001144500,legallyindia.com,https://www.legallyindia.com/convos/topic/397125-Bajaj-Finance-employee-commits-suicide-Bosses-asked-him-to-either-quit-or-pay-back-EMIs-he-could-not-recover-from-his-area,Bajaj Finance employee commits suicideâ€¦ Bosses asked him to either quit or pay back EMIs he could not recover from his area,REJECTED_NON_ARTICLE_URL,False,,NOT_RELEVANT,Non-article URL / taxonomy tag page
20241001150000-674,20241001150000,newkerala.com,https://www.newkerala.com/news/2024/61911.htm,"Sensex closes flat, IT and auto stocks gain",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001173000-T25,20241001173000,navabharat.com,https://navabharat.com/?p=92885,शुरूआती तेजी गंवाकर फिसला बाजार,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241001183000-511,20241001183000,indianewengland.com,https://indianewengland.com/sensex-closes-flat-it-and-auto-stocks-gain/,"Sensex closes flat, IT and auto stocks gain - INDIA New England News",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241002030000-T1451,20241002030000,tarunbharat.com,https://www.tarunbharat.com/markets-fall-on-the-ups-and-downs/,Markets fall on the ups and downs,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241003050000-T1701,20241003050000,khaskhabar.com,https://www.khaskhabar.com/news/india-news/news-stock-markets-opened-in-red-due-to-tension-in-the-middle-east-selling-in-all-sectors-including-fmcg-and-auto-news-hindi-1-673907-KKN.html,"Stock markets opened in red due to tension in the Middle East, selling in all sectors including FMCG and auto",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241003050000-449,20241003050000,siasat.com,https://www.siasat.com/sensex-trades-lower-amid-tension-in-middle-east-3106673/,Sensex trades lower amid tension in Middle East,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241003051500-722,20241003051500,menafn.com,https://menafn.com/1108741797/Sensex-Trades-Lower-Amid-Tension-In-Middle-East,Sensex Trades Lower Amid Tension In Middle East,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241003053000-1025,20241003053000,prokerala.com,https://www.prokerala.com/news/articles/a1569415.html,Sensex trades lower amid tension in Middle East,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241003060000-125,20241003060000,mangalorean.com,https://www.mangalorean.com/sensex-trades-lower-amid-tension-in-middle-east/,Sensex trades lower amid tension in Middle East,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241003060000-659,20241003060000,sakshipost.com,https://www.sakshipost.com/news/sensex-trades-lower-amid-tension-middle-east-337845,October 3: Sensex trades lower amid tension in Middle East,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241003060000-T1922,20241003060000,prabhatkhabar.com,https://www.prabhatkhabar.com/business/panic-in-stock-market-due-to-israeli-attack-on-lebanon-sensex-fell-by-1264-points-in-early-trade,"Stock Market: लेबनान पर इजरायली हमले से शेयर बाजार में हाहाकार, शुरुआती कारोबार में सेंसेक्स में 1264 अंकों की बड़ी गिरावट",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241003071500-409,20241003071500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/bajaj-finserv-shares-down-2-19-as-nifty-drops/articleshow/113897827.cms,Bajaj Finserv share price: Bajaj Finserv shares down 2.19% as Nifty drops,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Standalone Bajaj Finserv holding company
20241003074500-54,20241003074500,ibtimes.co.in,https://www.ibtimes.co.in/sensex-trades-lower-amid-tension-middle-east-872963,"Sensex trades lower, 589 points down amid escalating Middle East Conflict",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241003091500-324,20241003091500,easternmirrornagaland.com,https://easternmirrornagaland.com/sensex-trades-lower-amid-tension-in-middle-east/,Sensex Trades Lower Amid Tension In Middle East,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241003091500-1,20241003091500,business-standard.com,https://www.business-standard.com/markets/capital-market-news/sensex-nosedives-1-606-pts-european-mkt-decline-124100300516_1.html,"Sensex nosedives 1,606 pts; European mkt decline",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241003091500-543,20241003091500,moneycontrol.com,https://www.moneycontrol.com/mc-buzz/navratri-brings-in-big-savings-avail-exciting-discounts-on-top-selling-samsung-tvs-article-12834728.html,Navratri brings in big savings: Avail exciting discounts on top selling Samsung TVs,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241003091500-T991,20241003091500,dailyhindinews.com,https://dailyhindinews.com/sensex-dives-by-1200-points-due-to-iran-israel-conflict-in-stock-market/,"ईरान-इजरायल संघर्ष से शेयर बाजार में हाहाकार, सेंसेक्स 1,200 अंक से गोता लगाया – Daily Hindi News",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20241003094500-T1491,20241003094500,nayaindia.com,https://www.nayaindia.com/business/stock-market-opened-in-red-mark-due-to-tension-in-middle-east-474820.html,Stock Market मध्य पूर्व में तनाव से लाल निशान में खुले शेयर बाजार,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
