gkg_record_id,date,source,document_url,headline,human_label,notes
20240401023000-473,20240401023000,moneycontrol.com,https://www.moneycontrol.com/elections/lok-sabha-election/constituency-watch-the-rise-of-gandhinagar-as-a-financial-hub-article-12544091.html,Constituency watch: The rise of Gandhinagar as a financial hub,NOT_RELEVANT,Unrelated acronym or foreign mention
20240401040000-789,20240401040000,navhindtimes.in,https://www.navhindtimes.in/2024/04/01/nationalnews/expect-to-receive-rs-6329-cr-tax-refund-infosys/,"Expect to receive Rs 6,329 cr tax refund: Infosys",NOT_RELEVANT,Unrelated acronym or foreign mention
20240401051500-324,20240401051500,dnaindia.com,https://www.dnaindia.com/business/report-narayana-murthy-s-infosys-to-get-rs-63290000000-from-income-tax-department-3083600,Narayana Murthy's Infosys to get Rs 63290000000 from Income Tax Department,NOT_RELEVANT,Unrelated acronym or foreign mention
20240401053000-407,20240401053000,news18.com,https://www.news18.com/business/infosys-to-receive-rs-6329-cr-tax-refund-from-it-dept-8835241.html,"Infosys To Receive Rs 6,329 Cr Tax Refund From IT Dept",NOT_RELEVANT,Unrelated acronym or foreign mention
20240401071500-633,20240401071500,fortuneindia.com,https://www.fortuneindia.com/long-reads/managing-inter-generational-workforce/116287,"Fortune India: Business News, Strategy, Finance and Corporate Insight",NOT_RELEVANT,Unrelated acronym or foreign mention
20240401080000-302,20240401080000,siliconindia.com,https://www.siliconindia.com/news/general/stocks-to-monitor-infosys-india-cements-hdfc-bank-hal-boi-iocl-zomato-nid-228742-cid-1.html,"Stocks to Monitor: Infosys, India Cements, HDFC Bank, HAL, BOI, IOCL, Zomato",NOT_RELEVANT,Unrelated acronym or foreign mention
20240401094500-609,20240401094500,news18.com,https://www.news18.com/business/tcs-infosys-wipro-q4-results-it-firms-likely-to-post-weak-earnings-8835471.html,"TCS, Infosys, Wipro Q4 Results: IT Firms Likely To Post Weak Earnings",DIRECTLY_RELEVANT,"TCS Q4/FY24 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20240401111500-306,20240401111500,livemint.com,https://www.livemint.com/market/mark-to-market/optimism-on-persistent-systems-put-to-test-after-a-robust-run-11711965663824.html,Optimism on Persistent Systems put to test after a robust run,NOT_RELEVANT,Unrelated acronym or foreign mention
20240401114500-570,20240401114500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-41/articleshow/108945320.cms,Indices: Stock market update: Nifty IT index advances 0.41%,NOT_RELEVANT,Unrelated acronym or foreign mention
20240401120000-T1264,20240401120000,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/it-stocks-infosys-tcs-are-analysts-top-picks-based-on-three-factors-1882181.html,"Infosys-TCS पर ब्रोकरेज ने खेला तगड़ा दांव, बताई ये तीन अहम वजह",NOT_RELEVANT,Unrelated acronym or foreign mention
20240401133000-82,20240401133000,uniindia.com,http://www.uniindia.com/~/tcs-ranks-number-one-in-customer-satisfaction-in-nordics-for-15th-year/States/news/3171671.html,TCS Ranks number one in Customer Satisfaction in Nordics for 15th Year,DIRECTLY_RELEVANT,"TCS Q4/FY24 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20240401140000-892,20240401140000,domain-b.com,https://www.domain-b.com/economy/government-1/govt-e-marketplace-gem-onboards-over-2-m-sellers-records-rs4-cr-turnover,"Govt e-marketplace GeM onboards over 2 m sellers, records Rs4-cr turnover",NOT_RELEVANT,Unrelated acronym or foreign mention
20240401141500-554,20240401141500,financialexpress.com,https://www.financialexpress.com/business/defence-empowering-indian-armys-communication-tcs-prototype-initiative-takes-shape-3443210/,Empowering Indian Army's Communication: TCS Prototype Initiative Takes Shape - Defence News,NOT_RELEVANT,Unrelated acronym or foreign mention
20240401163000-1446,20240401163000,business-standard.com,https://www.business-standard.com/markets/capital-market-news/tcs-ranks-1-in-customer-satisfaction-in-nordics-for-15th-year-124040101021_1.html,TCS ranks #1 in Customer Satisfaction in Nordics for 15th year,DIRECTLY_RELEVANT,"TCS Q4/FY24 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20240401173000-1125,20240401173000,idrw.org,https://idrw.org/indian-army-issues-project-sanction-order-for-tactical-communication-system-tcs/,Indian Army Issues Project Sanction Order for Tactical Communication System (TCS) – Indian Defence Research Wing,DIRECTLY_RELEVANT,"TCS Q4/FY24 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20240401174500-1074,20240401174500,amren.com,https://www.amren.com/news/2024/03/fired-americans-say-indian-firm-gave-their-jobs-to-h-1b-visa-holders/,Fired Americans Say Indian Firm Gave Their Jobs to H-1B Visa Holders - American Renaissance,NOT_RELEVANT,Unrelated acronym or foreign mention
20240401183000-603,20240401183000,briefingwire.com,https://www.briefingwire.com/pr/intelligent-process-automation-market-to-move-forward-at-a-double-digit-cagr-by-2030,Intelligent Process Automation Market to move forward at a double-digit CAGR by 2030,NOT_RELEVANT,Unrelated acronym or foreign mention
20240401200000-671,20240401200000,globenewswire.com,https://www.globenewswire.com/news-release/2024/04/01/2855392/0/en/Global-Telecom-Service-Assurance-Market-to-Reach-10-14-Billion-by-2028-with-a-CAGR-of-8-65.html,Global Telecom Service Assurance Market to Reach $10.14,NOT_RELEVANT,Unrelated acronym or foreign mention
20240401201500-2107,20240401201500,yourstory.com,https://social.yourstory.com:443/enterprise-story/2024/04/infosys-gets-tax-demand-it-department-cyber-threats,YourStory | Stories about startups & entrepreneurships,NOT_RELEVANT,Unrelated acronym or foreign mention
20240401210000-577,20240401210000,yourstory.com,https://her.yourstory.com:443/enterprise-story/2024/04/infosys-gets-tax-demand-it-department-cyber-threats,YourStory | Stories about startups & entrepreneurships,NOT_RELEVANT,Unrelated acronym or foreign mention
20240401210000-1502,20240401210000,yourstory.com,https://yourstory.com:443/enterprise-story/2024/04/infosys-gets-tax-demand-it-department-cyber-threats,YourStory | Stories about startups & entrepreneurships,NOT_RELEVANT,Unrelated acronym or foreign mention
20240402003000-T917,20240402003000,saamana.com,http://www.saamana.com/gokhale-bridge-and-burfiwala-bridge-three-months-waiting-saamana-online-news/,गोखले ब्रिज ते बर्फीवाला पूल तीन महिने वेटिंगवर,NOT_RELEVANT,Unrelated acronym or foreign mention
20240402023000-11,20240402023000,northeastern.edu,https://news.northeastern.edu/2024/03/29/artificial-intelligence-workplace/,How to Prepare for a Workforce Transformed by AI,NOT_RELEVANT,Unrelated acronym or foreign mention
20240402044500-784,20240402044500,trak.in,https://trak.in/stories/tcs-creates-worlds-one-of-the-largest-ai-workforce-with-3-5-lakh-strength/,"TCS Creates World's One Of The Largest AI Workforce With 3.5 Lakh Strength - Trak.in - Indian Business of Tech, Mobile & Startups",DIRECTLY_RELEVANT,"TCS Q4/FY24 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20240402053000-873,20240402053000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-falls/articleshow/108962863.cms,Stock Market Sectors: Stock market update: FMCG stocks up as market falls,NOT_RELEVANT,Unrelated acronym or foreign mention
20240402054500-1295,20240402054500,siasat.com,https://www.siasat.com/markets-fall-in-early-trade-on-profit-taking-foreign-fund-outflows-3002395/,"Markets fall in early trade on profit-taking, foreign fund outflows",NOT_RELEVANT,Unrelated acronym or foreign mention
