article_id,ticker,headline,url,canonical_url,source,published_at,trading_date,timestamp_basis,human_label,human_notes
20240401013000-T451,SBIN.NS,"April Rules Change, Petrol Diesel Rates, Gas Cylinder Price, Cars Price, Rules Change From 1st April, SBI Debit Card, Toyota TATA Car Price, KYC Fastag | कॉमर्शियल गैस सिलेंडर के दाम 32 रुपए तक घटे: इलेक्ट्रिक गाड़ियां खरीदना हुआ महंगा, आज से हुए ये 6 बड़े बदलाव",https://www.bhaskar.com/business/news/rules-change-from-1st-april-2024-sbi-debit-card-toyota-tata-car-price-kyc-fastag-132806723.html,https://www.bhaskar.com/business/news/rules-change-from-1st-april-2024-sbi-debit-card-toyota-tata-car-price-kyc-fastag-132806723.html,bhaskar.com,2024-04-01T07:00:00+05:30,2024-04-01,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, electoral bonds, or stock targets."
20240401014500-108,SBIN.NS,fund: Centrum's fund modulus ropes in SBI veterans to drive growth,https://economictimes.indiatimes.com/markets/stocks/news/centrums-fund-modulus-ropes-in-sbi-veterans-to-drive-growth/articleshow/108928085.cms,https://economictimes.indiatimes.com/markets/stocks/news/centrums-fund-modulus-ropes-in-sbi-veterans-to-drive-growth/articleshow/108928085.cms,indiatimes.com,2024-04-01T07:15:00+05:30,2024-04-01,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, electoral bonds, or stock targets."
20240401063000-664,SBIN.NS,"SBI net banking, UPI down: State Bank of India net banking, YONO mobile app, UPI will be down today during this time",https://economictimes.indiatimes.com/wealth/save/sbi-net-banking-upi-down-state-bank-of-india-net-banking-yono-mobile-app-upi-will-be-down-today-during-this-time/articleshow/108933956.cms,https://economictimes.indiatimes.com/wealth/save/sbi-net-banking-upi-down-state-bank-of-india-net-banking-yono-mobile-app-upi-will-be-down-today-during-this-time/articleshow/108933956.cms,indiatimes.com,2024-04-01T12:00:00+05:30,2024-04-01,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, electoral bonds, or stock targets."
20240401081500-628,SBIN.NS,"SBI Customers Alert! Internet Banking, YONO To Be Unavailable At THESE Timings Today, 01 April",https://zeenews.india.com/personal-finance/sbi-customers-alert-internet-banking-yono-to-be-unavailable-at-these-timings-today-01-april-2736053.html,https://zeenews.india.com/personal-finance/sbi-customers-alert-internet-banking-yono-to-be-unavailable-at-these-timings-today-01-april-2736053.html,india.com,2024-04-01T13:45:00+05:30,2024-04-01,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, electoral bonds, or stock targets."
20240401090000-751,SBIN.NS,"SBI net banking, mobile app, YONO down today: Check timings, alternate channels",https://www.businesstoday.in/industry/banks/story/sbi-net-banking-mobile-app-yono-down-today-check-timings-alternate-channels-423692-2024-04-01,https://www.businesstoday.in/industry/banks/story/sbi-net-banking-mobile-app-yono-down-today-check-timings-alternate-channels-423692-2024-04-01,businesstoday.in,2024-04-01T14:30:00+05:30,2024-04-01,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, electoral bonds, or stock targets."
20240401094500-453,SBIN.NS,Lunch Time At SBI?: Internet Banking And UPI Services Of Bank Down; Netizens React,https://www.freepressjournal.in/business/lunch-time-at-sbi-internet-banking-and-upi-services-of-bank-down-netizens-react,https://www.freepressjournal.in/business/lunch-time-at-sbi-internet-banking-and-upi-services-of-bank-down-netizens-react,freepressjournal.in,2024-04-01T15:15:00+05:30,2024-04-01,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, electoral bonds, or stock targets."
20240401103000-T755,SBIN.NS,"SBI Netbanking YONO and UPI Down, जानें क्या है कारण",https://www.prabhatkhabar.com/business/sbi-netbanking-yono-and-upi-down-know-reason-mdn,https://www.prabhatkhabar.com/business/sbi-netbanking-yono-and-upi-down-know-reason-mdn,prabhatkhabar.com,2024-04-01T16:00:00+05:30,2024-04-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, electoral bonds, or stock targets."
20240401104500-T496,SBIN.NS,"Sbi Net Banking, Mobile App, Yono Down Today: Check Timings, Alternate Channels - Amar Ujala Hindi News Live - Banking:वार्षिक क्लोजिंग के कारण एसबीआई की नेट बैंकिंग और मोबाइल सेवाएं बंद, एचडीएफसी में भी Neft सेवा नहीं",https://www.amarujala.com/business/banking-beema/sbi-net-banking-mobile-app-yono-down-today-check-timings-alternate-channels-2024-04-01,https://www.amarujala.com/business/banking-beema/sbi-net-banking-mobile-app-yono-down-today-check-timings-alternate-channels-2024-04-01,amarujala.com,2024-04-01T16:15:00+05:30,2024-04-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, electoral bonds, or stock targets."
20240401170000-47,SBIN.NS,'The power of holding equity': SBI shares worth ₹500 bought in 1994 now stand at… | Trending,https://www.hindustantimes.com/trending/the-power-of-holding-equity-sbi-shares-worth-rs-500-bought-in-1994-now-stand-at-101711979636886.html,https://www.hindustantimes.com/trending/the-power-of-holding-equity-sbi-shares-worth-rs-500-bought-in-1994-now-stand-at-101711979636886.html,hindustantimes.com,2024-04-01T22:30:00+05:30,2024-04-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, electoral bonds, or stock targets."
20240402034500-593,SBIN.NS,RBI MPC: SBI says rate cuts might take place only in Q3 FY25,https://www.businesstoday.in/latest/economy/story/rbi-mpc-sbi-says-rate-cuts-might-take-place-only-in-q3-fy25-423844-2024-04-02,https://www.businesstoday.in/latest/economy/story/rbi-mpc-sbi-says-rate-cuts-might-take-place-only-in-q3-fy25-423844-2024-04-02,businesstoday.in,2024-04-02T09:15:00+05:30,2024-04-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent State Bank of India corporate performance, banking operations, funding, lending, results, green bonds, electoral bonds, or stock targets."
