stage,page_title,url,source,DATE,reason
entity_matcher_rejected,artificial intelligence: India job scene sees early signs of disruption from AI,https://economictimes.indiatimes.com/tech/technology/india-job-scene-sees-early-signs-of-disruption-from-ai/articleshow/106422589.cms,indiatimes.com,20240101010000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Stock Market Today: Top 10 things to know before the market opens,https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-200-11808861.html,moneycontrol.com,20240101033000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Bidding to kick off in few months: BharatNet; Tejas and TCS seek fair shot - Industry News,https://www.financialexpress.com/business/industry-bidding-to-kick-off-in-few-months-bharatnet-tejas-and-tcs-seek-fair-shot-3352113/,financialexpress.com,20240101051500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Markets off to weak start on first day of trade of 2024 - The Hindu BusinessLine,https://www.thehindubusinessline.com/markets/markets-off-to-weak-start-on-first-day-of-trade-of-2024/article67694596.ece,thehindubusinessline.com,20240101051500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Indices: Stock market update: Nifty IT index falls 0.49% in a weak market,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-49-in-a-weak-market/articleshow/106434275.cms,indiatimes.com,20240101053000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"TCS - ciekawa rywalizacja w Ga-Pa, ale Polacy na razie nie imponują…","https://radio.opole.pl/104,783042,tcs-ciekawa-rywalizacja-w-ga-pa-ale-polacy-na-ra",radio.opole.pl,20240101054500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"Stock Market Updates: 2024 Sees A Flat Start, Sensex Down 207 Pts, Nifty Declines By 46 Pts",https://www.news18.com/business/stock-market-updates-today-news-sensex-nifty-january-1-8724065.html,news18.com,20240101060000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Markets off to weak start on first day of trade of 2024,https://www.thehindu.com/business/markets/markets-off-to-weak-start-on-first-day-of-trade-of-2024/article67694610.ece,thehindu.com,20240101061500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Markets off to weak start on first trading day of 2024,https://www.theweek.in/news/biz-tech/2024/01/01/markets-off-to-weak-start-on-first-trading-day-of-2024.html,theweek.in,20240101063000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Markets off to weak start on first day of trade of 2024,https://www.theweek.in/wire-updates/business/2024/01/01/del6-biz-stocks-open.html,theweek.in,20240101063000,Entity matcher rejected (no positive signal or matched exclusion)
