article_id,ticker,company,headline,source,url,published_at,seen_at,source_timestamp,trading_date,timestamp_basis,gkg_record_id,company_match_reason,finbert_label,finbert_confidence,sentiment_score
ab21f30429e091300c4c1e08639068e8197d1081,LT.NS,Larsen & Toubro,"BHEL rallies 5% on reports of outbidding L&T in NLC's Rs 19,422-cr Odisha project",moneycontrol.com,https://www.moneycontrol.com/news/business/markets/bhel-rallies-5-on-reports-of-outbidding-lt-in-nlcs-rs-19422-cr-odisha-project-11982051.html,,2024-01-01T11:15:00+05:30,20240101054500,2024-01-01,gdelt_gkg_observation,20240101054500-543,Direct headline match with company alias,,,
94a5133ec49e6f57897a5f9d9e1d3c03dbc597ae,LT.NS,Larsen & Toubro,Bengaluru Suburban Rail Project Dream Inches Closer As L&T Set To Build 46.88 Km Kanaka Line,oneindia.com,https://www.oneindia.com/bengaluru/bengaluru-suburban-rail-project-dream-inches-closer-as-l-t-set-to-build-46-88-km-kanaka-line-3716825.html,2024-01-01T17:15:00+05:30,2024-01-01T18:15:00+05:30,20240101124500,2024-01-02,publisher_published_at,20240101124500-378,Direct headline match with company alias,,,
74a79a64b5357fc95f5e39720e61c80be7929220,LT.NS,Larsen & Toubro,Buy Larsen and Toubro Finance Holdings; target of Rs 190: Emkay Global Financial,moneycontrol.com,https://www.moneycontrol.com/news/business/stocks/buy-larsen-and-toubro-finance-holdings-target-of-rs-190-emkay-global-financial-11992371.html,,2024-01-03T13:30:00+05:30,20240103080000,2024-01-03,gdelt_gkg_observation,20240103080000-710,Direct headline match with company alias,,,
a563088455f6e920e3adf2880dbc819d46187f41,LT.NS,Larsen & Toubro,MEED | L&T wins Amaala utilities EPC work,meed.com,https://www.meed.com:443/lt-wins-amaala-utilities-epc-work,,2024-01-03T15:00:00+05:30,20240103093000,2024-01-03,gdelt_gkg_observation,20240103093000-1124,Direct headline match with company alias,,,
e8fb4efee44efd1ebd8f4814f0d89d3ee815f9d8,LT.NS,Larsen & Toubro,MEED | India's L&T wins UAE and Kuwait substation deals,meed.com,https://www.meed.com/indias-lt-wins-saudi-and-kuwaiti-substation-deals,,2024-01-03T16:45:00+05:30,20240103111500,2024-01-04,gdelt_gkg_observation,20240103111500-925,Direct headline match with company alias,,,
1510979f9236b7339726a80e64e7d48bb1e11953,LT.NS,Larsen & Toubro,Broker's call: L&T Fin Holdings (Buy) - The Hindu BusinessLine,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/brokers-call-lt-fin-holdings-buy/article67702308.ece,2024-01-03T18:53:00+05:30,2024-01-03T21:15:00+05:30,20240103154500,2024-01-04,publisher_published_at,20240103154500-606,Direct headline match with company alias,,,
7cf051dcdbf9b2cf2f45fa8c3756a8ce859ec695,LT.NS,Larsen & Toubro,"L&T, Siemens, Thermax, KEI: Election sound bites to keep industrial stocks higher, says Jefferies",businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/lt-siemens-thermax-kei-election-sound-bites-to-keep-industrial-stocks-higher-says-jefferies-411868-2024-01-04,,2024-01-04T15:30:00+05:30,20240104100000,2024-01-05,gdelt_gkg_observation,20240104100000-711,Direct headline match with company alias,,,
cff92bcd5877bbc8878755b67e25a60097fc4ba4,LT.NS,Larsen & Toubro,L&T Finance expects 31% retail loan growth in third quarter,moneycontrol.com,https://www.moneycontrol.com/news/business/lt-finance-expects-31-retail-loan-growth-in-third-quarter-12000211.html,,2024-01-04T19:45:00+05:30,20240104141500,2024-01-05,gdelt_gkg_observation,20240104141500-1368,Direct headline match with company alias,,,
51006e57c34eaef34abfa05cd19efcc113edcec5,LT.NS,Larsen & Toubro,"L&T Finance Holdings Ltd Share Latest News : इस स्टॉक के अहम स्‍तरों को समझें, होगा अच्‍छा मुनाफा",sharemanthan.in,https://www.sharemanthan.in/462-advice/73680-market-outlook-l-and-t-finance-holdings-shares-shomesh-kumar-20240104,,2024-01-04T22:00:00+05:30,20240104163000,2024-01-05,gdelt_gkg_observation,20240104163000-T296,Direct headline match with company alias,,,
d542eec490c05d94e05847b47ac75b666f095a47,LT.NS,Larsen & Toubro,"Top Stocks to Watch: Grasim, SBI, Dabur India, L&T Finance, Lupin, RBL Bank",siliconindia.com,https://www.siliconindia.com/news/general/top-stocks-to-watch-grasim-sbi-dabur-india-lt-finance-lupin-rbl-bank-nid-227242-cid-1.html,,2024-01-05T11:30:00+05:30,20240105060000,2024-01-05,gdelt_gkg_observation,20240105060000-589,Direct headline match with company alias,,,
