article_id,ticker,headline,url,canonical_url,source,published_at,trading_date,timestamp_basis,human_label,human_notes
20250101061500-51,LT.NS,Accumulate Larsen and Toubro Ltd; target of Rs 4565: Asit C Mehta,https://www.moneycontrol.com/news/business/stocks/accumulate-larsen-and-toubro-ltd-target-of-rs-4565-asit-c-mehta-12901524.html,https://www.moneycontrol.com/news/business/stocks/accumulate-larsen-and-toubro-ltd-target-of-rs-4565-asit-c-mehta-12901524.html,moneycontrol.com,2025-01-01T11:45:00+05:30,2025-01-01,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250106041500-341,LT.NS,"Buy Larsen & Toubro, target price Rs 3,825: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-larsen-amp-toubro-target-price-rs-3825-jm-financial/articleshow/116901563.cms,https://economictimes.indiatimes.com/markets/stocks/recos/buy-larsen-amp-toubro-target-price-rs-3825-jm-financial/articleshow/116901563.cms,indiatimes.com,2025-01-06T09:45:00+05:30,2025-01-06,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250106061500-1016,LT.NS,L&T Commences Manufacturing of Second Zorawar Light Tank as Army Trials Loom for First Prototype – Indian Defence Research Wing,https://idrw.org/lt-commences-manufacturing-of-second-zorawar-light-tank-as-army-trials-loom-for-first-prototype/,https://idrw.org/lt-commences-manufacturing-of-second-zorawar-light-tank-as-army-trials-loom-for-first-prototype/,idrw.org,2025-01-06T11:45:00+05:30,2025-01-06,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250107060000-695,LT.NS,L&T bags orders in India and abroad for its Power Transmission & Distribution business,https://www.financialexpress.com/shorts/business/industry/lt-bags-orders-in-india-and-abroad-for-its-power-transmission-distribution-business-3709022/,https://www.financialexpress.com/shorts/business/industry/lt-bags-orders-in-india-and-abroad-for-its-power-transmission-distribution-business-3709022/,financialexpress.com,2025-01-07T11:30:00+05:30,2025-01-07,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250107060000-973,LT.NS,L&T bags orders in India and abroad for its Power Transmission & Distribution business,https://www.financialexpress.com/business/industry-lt-bags-orders-in-india-and-abroad-for-its-power-transmission-distribution-business-3709022/,https://www.financialexpress.com/business/industry-lt-bags-orders-in-india-and-abroad-for-its-power-transmission-distribution-business-3709022/,financialexpress.com,2025-01-07T11:30:00+05:30,2025-01-07,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250107071500-450,LT.NS,"L&T bags large orders in India, overseas",https://economictimes.indiatimes.com/tech/technology/lt-bags-large-orders-in-india-overseas/articleshow/117014970.cms,https://economictimes.indiatimes.com/tech/technology/lt-bags-large-orders-in-india-overseas/articleshow/117014970.cms,indiatimes.com,2025-01-07T12:45:00+05:30,2025-01-07,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250107074500-63,LT.NS,"L&T bags large orders in India, overseas",https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/lt-bags-large-orders-in-india-overseas/articleshow/117016010.cms,https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/lt-bags-large-orders-in-india-overseas/articleshow/117016010.cms,indiatimes.com,2025-01-07T13:15:00+05:30,2025-01-07,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250107100000-69,LT.NS,"L&T bags large orders in India, overseas",https://www.dailyexcelsior.com/lt-bags-large-orders-in-india-overseas/,https://www.dailyexcelsior.com/lt-bags-large-orders-in-india-overseas/,dailyexcelsior.com,2025-01-07T15:30:00+05:30,2025-01-08,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250107110000-127,LT.NS,L&T unit lands multiple power project contracts in GCC,https://tradearabia.com/news/OGN_429837.html,https://tradearabia.com/news/OGN_429837.html,tradearabia.com,2025-01-07T16:30:00+05:30,2025-01-08,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250107110000-893,LT.NS,L&T unit lands multiple power project contracts in GCC,https://tradearabia.com/news/CONS_429837.html,https://tradearabia.com/news/CONS_429837.html,tradearabia.com,2025-01-07T16:30:00+05:30,2025-01-08,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250107110000-1155,LT.NS,L&T unit lands multiple power project contracts in GCC,https://tradearabia.com/news/IND_429837.html,https://tradearabia.com/news/IND_429837.html,tradearabia.com,2025-01-07T16:30:00+05:30,2025-01-08,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250107111500-266,LT.NS,Larsen & Toubro wins new substation orders in Middle East,https://www.pv-magazine-india.com/2025/01/07/larsen-toubro-wins-new-substation-orders-in-middle-east/,https://www.pv-magazine-india.com/2025/01/07/larsen-toubro-wins-new-substation-orders-in-middle-east/,pv-magazine-india.com,2025-01-07T16:45:00+05:30,2025-01-08,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250107113000-245,LT.NS,"L&T wins Transmission & Distribution orders worth up to ₹5,000 crore",https://www.thehindubusinessline.com/companies/lt-wins-transmission-distribution-orders-worth-up-to-5000-crore/article69071640.ece,https://www.thehindubusinessline.com/companies/lt-wins-transmission-distribution-orders-worth-up-to-5000-crore/article69071640.ece,thehindubusinessline.com,2025-01-07T17:00:00+05:30,2025-01-08,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250107113000-1153,LT.NS,L&T shares up 1% on bagging the order across India and Middle East,https://www.thehindubusinessline.com/markets/stock-markets/lt-shares-up-1-on-bagging-the-order-across-india-and-the-middle-east/article69071689.ece,https://www.thehindubusinessline.com/markets/stock-markets/lt-shares-up-1-on-bagging-the-order-across-india-and-the-middle-east/article69071689.ece,thehindubusinessline.com,2025-01-07T17:00:00+05:30,2025-01-08,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250108074500-938,LT.NS,"L&T Heavy Engineering bags orders in range of Rs 1,000-2,500 crore in India and abroad",https://www.moneycontrol.com/news/business/l-t-heavy-engineering-bags-orders-in-range-of-rs-1-000-2-500-crore-in-india-and-abroad-12905602.html,https://www.moneycontrol.com/news/business/l-t-heavy-engineering-bags-orders-in-range-of-rs-1-000-2-500-crore-in-india-and-abroad-12905602.html,moneycontrol.com,2025-01-08T13:15:00+05:30,2025-01-08,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250108084500-690,LT.NS,"L&T share price: L&T bags significant orders in Q3 in India, overseas",https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/lt-bags-significant-orders-in-q3-in-india-overseas/articleshow/117047969.cms,https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/lt-bags-significant-orders-in-q3-in-india-overseas/articleshow/117047969.cms,indiatimes.com,2025-01-08T14:15:00+05:30,2025-01-08,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250108094500-353,LT.NS,L&T's Heavy Engineering Orders Surge to New Heights,https://www.devdiscourse.com/article/business/3218584-lts-heavy-engineering-orders-surge-to-new-heights,https://www.devdiscourse.com/article/business/3218584-lts-heavy-engineering-orders-surge-to-new-heights,devdiscourse.com,2025-01-08T15:15:00+05:30,2025-01-08,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
20250108103000-822,LT.NS,Q3 update: L&T's Heavy Engineering arm bags order in range of Rs 1000-2500 crore in India and abroad - Industry News,https://www.financialexpress.com/business/industry-q3-update-lts-heavy-engineering-arm-bags-order-in-range-of-rs-1000-2500-crore-in-india-and-abroad-3710116/,https://www.financialexpress.com/business/industry-q3-update-lts-heavy-engineering-arm-bags-order-in-range-of-rs-1000-2500-crore-in-india-and-abroad-3710116/,financialexpress.com,2025-01-08T16:00:00+05:30,2025-01-09,gdelt_gkg_observation,DIRECTLY_RELEVANT,"Parent Larsen & Toubro corporate news, Chairman SN Subrahmanyan leadership statements, mega order inflows, Q3 FY25 earnings, defence/infra contracts, or stock targets."
