article_id,ticker,company,headline,source,url,published_at,seen_at,source_timestamp,trading_date,timestamp_basis,gkg_record_id,company_match_reason,finbert_label,finbert_confidence,sentiment_score,human_label,human_notes
ee96a5efd5d12ae381b126979aa662d6ab449679,LT.NS,Larsen & Toubro,At multi-year highs: L&T among 5 stocks that witnessed 5-year swing high breakout,indiatimes.com,https://economictimes.indiatimes.com/markets/web-stories/at-multi-year-highs-lampt-among-5-stocks-that-witnessed-5-year-swing-high-breakout/slideshow/108928722.cms,,2024-04-01T08:15:00+05:30,20240401024500,2024-04-01,gdelt_gkg_observation,20240401024500-340,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Technical multi-year swing high breakout for parent L&T stock.
a8bdb1366bfa7a4869f6fea056c24536bce7cf30,LT.NS,Larsen & Toubro,L&T Arm Flags Off Crucial Component for India's 1st Domestically Built 700 MW Nuclear Reactor – Indian Defence Research Wing,idrw.org,https://idrw.org/lt-arm-flags-off-crucial-component-for-indias-1st-domestically-built-700-mw-nuclear-reactor,,2024-04-01T23:00:00+05:30,20240401173000,2024-04-02,gdelt_gkg_observation,20240401173000-550,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,L&T Heavy Engineering flags off critical component for domestic 700 MW nuclear power reactor.
3647eb2ec0f6c7b54376fcbb8332a161dd092fce,LT.NS,Larsen & Toubro,"Stock Radar: L&T breaks out from Cup & Handle pattern; stock likely to hit 4,000 levels",indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stock-radar-lt-breaks-out-from-cup-handle-pattern-stock-likely-to-hit-4000-levels/articleshow/108941845.cms,,2024-04-02T05:30:00+05:30,20240402000000,2024-04-02,gdelt_gkg_observation,20240402000000-541,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,"Technical breakout analysis projecting L&T stock to hit Rs 4,000 target level."
dca5abaf631b8e2b0ffbd3a85202c735ec4ba71a,LT.NS,Larsen & Toubro,L&T Finance Holding: Management meeting takeaways,indiainfoline.com,https://www.indiainfoline.com/news/invest-right/lt-finance-holding-management-meeting-takeaways,2024-04-03T10:37:00+05:30,2024-04-03T12:45:00+05:30,20240403071500,2024-04-03,publisher_published_at,20240403071500-890,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Management meeting institutional investor takeaways for L&T Finance Holdings.
674ddaa76a7c2e49d4dbdb0c6e50486e96113aaf,LT.NS,Larsen & Toubro,"MC Interview | Rs 1 lakh cr hydrocarbon order book gives revenue visibility, not worried about Saudi project deferment: L&T energy head",moneycontrol.com,https://www.moneycontrol.com/news/business/markets/mc-interview-rs-1-lakh-cr-hydrocarbon-order-book-gives-revenue-visibility-not-worried-about-saudi-project-deferment-lt-energy-head-12567441.html,,2024-04-03T14:30:00+05:30,20240403090000,2024-04-03,gdelt_gkg_observation,20240403090000-522,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Interview with L&T Energy head discussing Rs 1 lakh crore hydrocarbon order book and Saudi projects.
d2f7a09451f6fbbbbd97602124c5b52070fb67d0,LT.NS,Larsen & Toubro,L&T Finance Holdings trades higher on reporting 33% rise in retail disbursements during Q4FY24,udaipurkiran.com,https://udaipurkiran.com/lt-finance-holdings-trades-higher-on-reporting-33-rise-in-retail-disbursements-during-q4fy24,2024-04-04T14:01:00+05:30,2024-04-04T15:15:00+05:30,20240404094500,2024-04-04,publisher_published_at,20240404094500-727,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,L&T Finance Holdings reports 33% increase in Q4 retail disbursements.
d65821bdadd6106a1a999a7ce80883e0f459ae4a,LT.NS,Larsen & Toubro,L&T Finance Holdings | Udaipur Kiran,udaipurkiran.com,https://udaipurkiran.com/tag/lt-finance-holdings,2024-04-04T14:01:00+05:30,2024-04-04T15:15:00+05:30,20240404094500,2024-04-04,publisher_published_at,20240404094500-129,Direct headline match with company alias,,,,NOT_RELEVANT,Static website tag index / category directory page without genuine news content.
83a7ec5d7de1902100b86f583872d939a90a67ae,LT.NS,Larsen & Toubro,L&T Finance | Udaipur Kiran,udaipurkiran.com,https://udaipurkiran.com/tag/lt-finance,2024-04-04T14:01:00+05:30,2024-04-04T15:15:00+05:30,20240404094500,2024-04-04,publisher_published_at,20240404094500-602,Direct headline match with company alias,,,,NOT_RELEVANT,Static website tag index / category directory page without genuine news content.
24c0a20d28116c293676bc7c85fd4a86e5e58624,LT.NS,Larsen & Toubro,l&t finance holding | Udaipur Kiran,udaipurkiran.com,https://udaipurkiran.com/tag/lt-finance-holding,2024-04-04T14:01:00+05:30,2024-04-04T15:15:00+05:30,20240404094500,2024-04-04,publisher_published_at,20240404094500-351,Direct headline match with company alias,,,,NOT_RELEVANT,Static website tag index / category directory page without genuine news content.
8230ef5f56d3f8d80c029f76a71d3fcc5b531af0,LT.NS,Larsen & Toubro,l&t finance holdings latest news | Udaipur Kiran,udaipurkiran.com,https://udaipurkiran.com/tag/lt-finance-holdings-latest-news,2024-04-04T14:01:00+05:30,2024-04-04T15:15:00+05:30,20240404094500,2024-04-04,publisher_published_at,20240404094500-507,Direct headline match with company alias,,,,NOT_RELEVANT,Static website tag index / category directory page without genuine news content.
6246252b9cbdb22b804967469befe99d4857f387,LT.NS,Larsen & Toubro,l&t finance holdings ltd stock analysis,udaipurkiran.com,https://udaipurkiran.com/tag/lt-finance-holdings-ltd-stock-analysis,2024-04-04T14:01:00+05:30,2024-04-04T15:15:00+05:30,20240404094500,2024-04-04,publisher_published_at,20240404094500-1340,Direct headline match with company alias,,,,NOT_RELEVANT,Static website tag index / category directory page without genuine news content.
0f64e0c3e2ec7736c9291fbcd6195b025dddb52d,LT.NS,Larsen & Toubro,l&t finance holdings ltd stock review,udaipurkiran.com,https://udaipurkiran.com/tag/lt-finance-holdings-ltd-stock-review,2024-04-04T14:01:00+05:30,2024-04-04T15:15:00+05:30,20240404094500,2024-04-04,publisher_published_at,20240404094500-434,Direct headline match with company alias,,,,NOT_RELEVANT,Static website tag index / category directory page without genuine news content.
1068d2f79aa609d9d9ee1bb1b2c8faee01b1bcfb,LT.NS,Larsen & Toubro,l&t finance holdings ltd | Udaipur Kiran,udaipurkiran.com,https://udaipurkiran.com/tag/lt-finance-holdings-ltd,2024-04-04T14:01:00+05:30,2024-04-04T15:15:00+05:30,20240404094500,2024-04-04,publisher_published_at,20240404094500-716,Direct headline match with company alias,,,,NOT_RELEVANT,Static website tag index / category directory page without genuine news content.
bf40b0aa72be343bf393112a637dbbce9a2cf7fd,LT.NS,Larsen & Toubro,l&t finance holdings nse | Udaipur Kiran,udaipurkiran.com,https://udaipurkiran.com/tag/lt-finance-holdings-nse,2024-04-04T14:01:00+05:30,2024-04-04T15:15:00+05:30,20240404094500,2024-04-04,publisher_published_at,20240404094500-1386,Direct headline match with company alias,,,,NOT_RELEVANT,Static website tag index / category directory page without genuine news content.
d3f25443233efd08e2f2c6ad71ddbe13a06d7cdb,LT.NS,Larsen & Toubro,l&t finance holdings share analysis,udaipurkiran.com,https://udaipurkiran.com/tag/lt-finance-holdings-share-analysis,2024-04-04T14:01:00+05:30,2024-04-04T15:15:00+05:30,20240404094500,2024-04-04,publisher_published_at,20240404094500-1150,Direct headline match with company alias,,,,NOT_RELEVANT,Static website tag index / category directory page without genuine news content.
59e1e7d3b91a8176560e00339e39b70b766bf3cb,LT.NS,Larsen & Toubro,l&t finance holdings share | Udaipur Kiran,udaipurkiran.com,https://udaipurkiran.com/tag/lt-finance-holdings-share,2024-04-04T14:01:00+05:30,2024-04-04T15:15:00+05:30,20240404094500,2024-04-04,publisher_published_at,20240404094500-1214,Direct headline match with company alias,,,,NOT_RELEVANT,Static website tag index / category directory page without genuine news content.
45c1b7e8d4acbdf5aa8824649372e978094343c5,LT.NS,Larsen & Toubro,larsen and toubro finance holdings,udaipurkiran.com,https://udaipurkiran.com/tag/larsen-and-toubro-finance-holdings,2024-04-04T14:01:00+05:30,2024-04-04T15:15:00+05:30,20240404094500,2024-04-04,publisher_published_at,20240404094500-890,Direct headline match with company alias,,,,NOT_RELEVANT,Static website tag index / category directory page without genuine news content.
4cf31e78cf35f3555383b49a80d39c7ea697ede1,LT.NS,Larsen & Toubro,Stock in focus: L&T Finance Holdings records 33% growth in Q4 retail disbursements,businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/stock-in-focus-lt-finance-holdings-growth-in-retail-disbursements-424178-2024-04-03,,2024-04-03T18:15:00+05:30,20240403124500,2024-04-04,gdelt_gkg_observation,20240403124500-399,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Stock in focus: L&T Finance Holdings retail disbursement growth.
3a1076b0fc2f42eef35bf3c36240b2d62b4b4e58,LT.NS,Larsen & Toubro,"Trade Spotlight | How you should deal in PNB, Escorts Kubota, L&T Tech Services today",moneycontrol.com,https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-you-should-deal-in-pnb-escorts-kubota-lt-tech-services-today-12571331.html,,2024-04-04T08:15:00+05:30,20240404024500,2024-04-04,gdelt_gkg_observation,20240404024500-1079,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Technical trading analysis for L&T Technology Services (LTTS).
5e73b3f0c0c8a3a903c0e51350258695c7b31fc7,LT.NS,Larsen & Toubro,"Hot Stocks: Brokerage view on L&T Finance, Federal Bank, D-Mart and RBL Bank",indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/hot-stocks-brokerage-view-on-lt-finance-federal-bank-d-mart-and-rbl-bank/articleshow/109021978.cms,,2024-04-04T10:15:00+05:30,20240404044500,2024-04-04,gdelt_gkg_observation,20240404044500-997,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Brokerage view on L&T Finance Holdings.
79e2e3a50be2f4d8368616601b46e2bdc41a3c6b,LT.NS,Larsen & Toubro,"Axis Bank, TCS, L&T, Vodafone Idea, Federal Bank, Motilal Oswal, Hindalco; Know Share Price Target",india.com,https://www.india.com/business/axis-bank-tcs-l-know-share-price-target-6834636,,2024-04-04T13:30:00+05:30,20240404080000,2024-04-04,gdelt_gkg_observation,20240404080000-771,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Multi-stock target price roundup including Larsen & Toubro.
dd08aec2600a8e5dba39ef75d8c2fa6bc9a90f02,LT.NS,Larsen & Toubro,L&T IDPL inaugurates healthcare facilities in Coimbatore villages,thehindu.com,https://www.thehindu.com/news/cities/Coimbatore/lt-idpl-inaugurates-healthcare-facilities-in-coimbatore-villages/article68023672.ece,2024-04-04T18:48:00+05:30,2024-04-04T19:15:00+05:30,20240404134500,2024-04-05,publisher_published_at,20240404134500-141,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,L&T Infrastructure Development Projects (IDPL) CSR healthcare initiatives in Tamil Nadu.
adb255503c6d60e4e37131b9dc8676784ae6b858,LT.NS,Larsen & Toubro,L&T fined ₹60.84 crore by Qatar for variation in income,cnbctv18.com,https://www.cnbctv18.com/business/companies/lt-fined-rs-60-84-crore-qatar-general-tax-authority-variation-income-19392478.htm,2024-04-05T04:27:00+05:30,2024-04-05T05:00:00+05:30,20240404233000,2024-04-05,publisher_published_at,20240404233000-590,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Regulatory tax penalty disclosure: Qatar General Tax Authority fines L&T Rs 60.84 crore.
e140a734a49b6af0916881d56c954cc324407e6b,LT.NS,Larsen & Toubro,How a distinctive sonic identity added depth and resonance to L&T Finance's narrative,adgully.com,https://www.adgully.com/how-a-distinctive-sonic-identity-added-depth-and-resonance-to-l-t-finance-s-narrative-144120.html,,2024-04-05T13:15:00+05:30,20240405074500,2024-04-05,gdelt_gkg_observation,20240405074500-896,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Brand identity and sonic marketing update for L&T Finance.
da9bfe4ab30539b412a4b3935efab24fe53cb65e,LT.NS,Larsen & Toubro,"F&O stocks: Vodafone Idea, L&T among 5 stocks with short buildup",indiatimes.com,https://economictimes.indiatimes.com/markets/options/fo-stocks-vodafone-idea-lt-among-5-stocks-with-short-buildup/articleshow/109058274.cms,,2024-04-05T13:15:00+05:30,20240405074500,2024-04-05,gdelt_gkg_observation,20240405074500-382,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Derivatives market data indicating short buildup in L&T futures.
81015a842d92e138ce22ed2599ef3b23ed3104e1,LT.NS,Larsen & Toubro,L&T launches office bubbles at Hyderabad metro stations,siasat.com,https://www.siasat.com/lt-launches-office-bubbles-at-hyderabad-metro-stations-3004220,,2024-04-05T14:00:00+05:30,20240405083000,2024-04-05,gdelt_gkg_observation,20240405083000-346,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,L&T Metro Rail Hyderabad commercial office space launch at metro stations.
c40f6fcc72b9be72b12dd3db438a2671b1bb492d,LT.NS,Larsen & Toubro,indian navy signs mou with l&t | Udaipur Kiran,udaipurkiran.com,https://udaipurkiran.com/tag/indian-navy-signs-mou-with-lt,2024-04-06T07:24:00+05:30,2024-04-06T08:00:00+05:30,20240406023000,2024-04-08,publisher_published_at,20240406023000-1216,Direct headline match with company alias,,,,NOT_RELEVANT,Static website tag index page from Udaipur Kiran.
46e0420fc744908800592b8dd1c9934262b2788b,LT.NS,Larsen & Toubro,"Stocks on Focus: Wipro, L&T, Adani Green, Vi, Cochin Shipyard, ZEEL, Titan",siliconindia.com,https://www.siliconindia.com/news/general/stocks-on-focus-wipro-lt-adani-green-vi-cochin-shipyard-zeel-titan-nid-228877-cid-1.html,,2024-04-08T10:45:00+05:30,20240408051500,2024-04-08,gdelt_gkg_observation,20240408051500-1080,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Market watchlist featuring L&T stock.
adb579ec2e8748b6cc133ad74664e186c8256f7a,LT.NS,Larsen & Toubro,"Stock recommendations by analyst for April 9: Reliance Industries, IDBI Bank and L&T",businesstoday.in,https://www.businesstoday.in/visualstories/stock/stock-recommendations-by-analyst-for-april-9-reliance-industries-idbi-bank-and-lt-124350-09-04-2024,2024-04-09T07:17:00+05:30,2024-04-09T10:00:00+05:30,20240409043000,2024-04-09,publisher_published_at,20240409043000-1107,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Analyst stock recommendations for L&T.
336ceec9455128f6d68e606ef7c44ac9e04874a2,LT.NS,Larsen & Toubro,"F&O stocks to buy today: L&T, Axis Bank among top 10 trading ideas for 9 April 2024",indiatimes.com,https://economictimes.indiatimes.com/markets/options/fo-stocks-to-buy-today-lt-axis-bank-among-top-10-trading-ideas-for-9-april-2024/articleshow/109150770.cms,,2024-04-09T10:15:00+05:30,20240409044500,2024-04-09,gdelt_gkg_observation,20240409044500-1078,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,F&O stock trading ideas for L&T.
34ce74cc9ee8afa6895bc0ac7dbf2c0b5582c694,LT.NS,Larsen & Toubro,"Kandla Port: L&T, RIL to invest ₹1 lakh crore in green energy; Deendayal Port Authority allots 14 land parcels",livemint.com,https://www.livemint.com/companies/news/kandla-port-l-t-ril-to-invest-rs-1-lakh-crore-in-green-energy-deendayal-port-authority-allots-14-land-parcels-11712722353305.html,2024-04-10T10:34:00+05:30,2024-04-10T12:15:00+05:30,20240410064500,2024-04-10,publisher_published_at,20240410064500-436,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Mega capex plan: L&T and RIL to invest Rs 1 lakh crore in green energy hub at Kandla port.
a533b1f2669b324368e6845b47be324889b5b6ec,LT.NS,Larsen & Toubro,"RIL, L&T, Greenko, Welspun Plan ₹1 Lakh Crore Green Hydrogen Hub at Kandla Port",indiainfoline.com,https://www.indiainfoline.com/news/companies/ril-lt-greenko-welspun-plan-1-lakh-crore-green-hydrogen-hub-at-kandla-port,2024-04-10T11:49:00+05:30,2024-04-10T13:15:00+05:30,20240410074500,2024-04-10,publisher_published_at,20240410074500-405,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Green hydrogen hub at Deendayal Port Kandla planned by L&T and RIL consortium.
88ba1efb24dffc50c558917c499fbb56e248db2f,LT.NS,Larsen & Toubro,L&T Defence Shifts Gears: Diversifying into Non-Military Projects – Indian Defence Research Wing,idrw.org,https://idrw.org/lt-defence-shifts-gears-diversifying-into-non-military-projects,,2024-04-09T21:15:00+05:30,20240409154500,2024-04-10,gdelt_gkg_observation,20240409154500-1814,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,L&T Defence strategic diversification into non-military engineering sectors.
84293cd369ccff3aebe8fa6938c0d821e79f9de4,LT.NS,Larsen & Toubro,"Business News: L&T, Microsoft sign pact to develop regulated sector-focused cloud offering",rashtranews.com,https://www.rashtranews.com/business-news-lt-microsoft-sign-pact-to-develop-regulated-sector-focused-cloud-offering,,2024-04-09T23:45:00+05:30,20240409181500,2024-04-10,gdelt_gkg_observation,20240409181500-528,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Strategic partnership: L&T and Microsoft sign MoU for regulated industry cloud solutions.
