gkg_record_id,date,source,url,headline,pipeline_stage,matcher_decision,trading_date,human_label,notes
20241001004500-1053,20241001004500,indiatimes.com,https://economictimes.indiatimes.com/industry/banking/finance/banking/kotak-mahindra-aiming-to-be-no-3-private-bank-by-profit-says-ashok-vaswani-md-ceo-kotak-mahindra-bank/articleshow/113827604.cms,"Kotak Mahindra aiming to be no 3 private bank by profit, says bank's MD & CEO Ashok Vaswani",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Axis Bank in headline
20241001004500-1499,20241001004500,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/we-want-to-scale-for-relevance-either-organically-or-inorganically-says-ashok-vaswani-kotak-mahindra-banks-md-ceo/articleshow/113831391.cms,"We want to scale for relevance, either organically or inorganically, says Ashok Vaswani, Kotak Mahindra Bank's MD & CEO",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Axis Bank in headline
20241001004500-315,20241001004500,indiatimes.com,https://economictimes.indiatimes.com/epaper/delhicapital/2024/oct/01/et-front/kotak-mahindra-bank-targets-no-3-position-among-indian-private-banks-by-profit-by-2030/articleshow/113828810.cms,Kotak Mahindra Aiming to be No 3 Pvt Bank by Profit,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Axis Bank in headline
20241001010000-T91,20241001010000,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/stock-market-prediction-today-these-shares-including-greenlam-industries-will-remain-in-focus/articleshow/113826306.cms,Stock Market Prediction today these shares including Greenlam Industries will remain in focus: भारी गिरावट के बाद आज Greenlam Industries समेत इन शेयरों पर होगा फोकस,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Axis Bank in headline
20241001020000-1183,20241001020000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/chinas-gainindias-pain-dalal-street-indices-slump/articleshow/113832020.cms,Indian equity indices: China's Gain=India's Pain: Dalal Street indices slump,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Axis Bank in headline
20241001033000-441,20241001033000,dailyexcelsior.com,https://www.dailyexcelsior.com/jawa-yezdi-motorcycles-will-now-be-available-on-flipkart/,Jawa Yezdi Motorcycles will now be available on Flipkart,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Axis Bank in headline
20241001040000-271,20241001040000,business-standard.com,https://www.business-standard.com/markets/news/stock-market-holiday-bse-nse-to-remain-closed-on-october-2-key-updates-124100100098_1.html,"Stock Market Holiday: BSE, NSE to remain closed on October 2; key updates",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Axis Bank in headline
20241001043000-176,20241001043000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-bank-stocks-power-sensex-300-points-higher-nifty-near-25900/articleshow/113835156.cms,"Banking stocks: IT, bank stocks power Sensex 300 points higher, Nifty near 25,900",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Axis Bank in headline
20241001050000-427,20241001050000,rushlane.com,https://www.rushlane.com/bajaj-pulsar-festive-offer-up-to-rs-10k-pulsar-150-ns125-n160-ns160-ns200-12507603.html,"Bajaj Pulsar Festive Offer Up To Rs 10K - Pulsar 150, NS125, N160, NS160, NS200",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Axis Bank in headline
20241001051500-T412,20241001051500,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/anil-ambanis-reliance-power-and-reliance-infra-jump-first-day-of-october/articleshow/113836188.cms,पलट गई अनिल अंबानी की किस्मत! महीने के पहले ही दिन शेयरों में जबरदस्त उछाल,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Axis Bank in headline
20241001063000-160,20241001063000,financialexpress.com,https://www.financialexpress.com/auto/bike-news/ivoomi-launches-new-s1-lite-at-rs-84999/3627133/,"iVOOMi launches new S1 Lite at Rs 84,999",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Axis Bank in headline
