gkg_record_id,date,source,document_url,headline,human_label,notes
20241001020000-329,20241001020000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-tcs-tata-power-irctc-mankind-pharma-bank-of-maharashtra-spicejet/articleshow/113832189.cms,"Stocks in news: Stocks in news: TCS, Tata Power, IRCTC, Mankind Pharma, Bank of Maharashtra, SpiceJet",DIRECTLY_RELEVANT,"TCS Q2/FY25 earnings, financial results, deal wins, order book, hiring, leadership, dividend, or stock movements."
20241001020000-187,20241001020000,indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/its-fresher-hiring-may-double-in-fy25-on-demand-rebound/articleshow/113826767.cms,IT services hiring: IT's fresher hiring may double in FY25 on demand rebound,NOT_RELEVANT,Unrelated acronym or foreign mention
20241001030000-T6,20241001030000,tarunbharat.com,https://www.tarunbharat.com/1-21-lakh-crore-increase-in-market-capitalization-of-8-companies/,1.21 lakh crore increase in market capitalization of 8 companies,NOT_RELEVANT,Unrelated acronym or foreign mention
20241001033000-411,20241001033000,news18.com,https://www.news18.com/business/markets/stocks-to-watch-tata-power-irctc-tcs-airtel-adani-ent-ioc-tata-steel-and-others-9069694.html,"Stocks To Watch: Tata Power, IRCTC, TCS, Airtel, Adani Ent, IOC, Tata Steel, And Others",DIRECTLY_RELEVANT,"TCS Q2/FY25 earnings, financial results, deal wins, order book, hiring, leadership, dividend, or stock movements."
20241001050000-21,20241001050000,hindustantimes.com,https://www.hindustantimes.com/trending/this-iitian-gave-up-tcs-job-in-mumbai-to-become-an-ias-officer-his-first-salary-was-101727754727799.html,This IITian gave up TCS job in Mumbai to become an IAS officer. His first salary was...,DIRECTLY_RELEVANT,"TCS Q2/FY25 earnings, financial results, deal wins, order book, hiring, leadership, dividend, or stock movements."
20241001053000-970,20241001053000,asianews.network,https://asianews.network/india-looks-to-singapore-firms-to-support-its-semiconductor-ambitions/,India looks to Singapore firms to support its semiconductor ambitions,NOT_RELEVANT,Unrelated acronym or foreign mention
20241001053000-728,20241001053000,indiatimes.com,https://economictimes.indiatimes.com/magazines/panache/ias-officers-first-job-at-tcs-40-years-ago-came-with-a-salary-of-rs-1300-and-a-stunning-sea-view-perk/articleshow/113836265.cms,"IAS officer shares his TCS job's appointment letter: Rs 1,300 salary 40 years ago and a stunning sea view perk",DIRECTLY_RELEVANT,"TCS Q2/FY25 earnings, financial results, deal wins, order book, hiring, leadership, dividend, or stock movements."
20241001061500-158,20241001061500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-44-in-a-weak-market/articleshow/113838483.cms,Indices: Stock market update: Nifty IT index advances 0.44% in a weak market,NOT_RELEVANT,Unrelated acronym or foreign mention
20241001063000-38,20241001063000,businesstoday.in,https://www.businesstoday.in/latest/trends/story/tcs-has-a-history-of-retired-ias-officer-iitians-first-pay-at-it-major-sparks-reactions-on-a-starting-salary-of-448259-2024-10-01,"'TCS has a history of...': Retired IAS officer, IITian's first pay at IT major sparks reactions on a starting salary of...",DIRECTLY_RELEVANT,"TCS Q2/FY25 earnings, financial results, deal wins, order book, hiring, leadership, dividend, or stock movements."
20241001063000-761,20241001063000,news18.com,https://www.news18.com/viral/tcs-mumbai-offered-this-iit-graduate-princely-salary-in-1984-can-you-guess-it-9069790.html,TCS Mumbai Offered This IIT Graduate 'Princely Salary' in 1984. Can You Guess it?,DIRECTLY_RELEVANT,"TCS Q2/FY25 earnings, financial results, deal wins, order book, hiring, leadership, dividend, or stock movements."
