gkg_record_id,date,source,document_url,headline,human_label,notes
20241001060000-652,20241001060000,businesstoday.in,https://www.businesstoday.in/markets/stocks/story/cyient-nalco-jindal-steel-icici-prudential-life-here-are-target-prices-for-4-stocks-448248-2024-10-01,"Cyient, Nalco, Jindal Steel, ICICI Prudential Life: Here are target prices for 4 stocks",NOT_RELEVANT,Standalone ICICI Prudential Life Insurance news
20241001073000-192,20241001073000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-icici-lombard-fall-as-nifty-drops/articleshow/113841321.cms,ICICI Lombard Share Price: Shares of ICICI Lombard fall as Nifty drops,NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20241001083000-1322,20241001083000,moneycontrol.com,https://www.moneycontrol.com/news/business/stocks/buy-adani-energy-solutions-target-of-rs-1318-icici-securities-12833256.html,Buy Adani Energy Solutions; target of Rs 1318: ICICI Securities,NOT_RELEVANT,Standalone ICICI Securities brokerage research / business
20241001094500-204,20241001094500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/icici-securities-initiates-coverage-on-adani-energy-sees-30-upside-potential/articleshow/113845963.cms,"ICICI Securities initiates coverage on Adani Energy, sees 30% upside potential",NOT_RELEVANT,Subsidiary research recommendation on third-party stock / standalone subsidiary product
20241001101500-281,20241001101500,vccircle.com,https://www.vccircle.com:443/iciciventure-backed-indifi-s-co-founder-mahanot-steps-down-from-executive-role,ICICI Venture-backed Indifi's co-founder Mahanot steps down from executive role,NOT_RELEVANT,Standalone subsidiary mention without parent bank materiality
20241001104500-461,20241001104500,livemint.com,https://www.livemint.com/companies/news/icici-securities-icici-bank-delisting-norms-nclt-nclat-11727773074329.html,NCLAT issues notice to ICICI Securities in delisting case,NOT_RELEVANT,Standalone subsidiary mention without parent bank materiality
20241001113000-138,20241001113000,financialexpress.com,https://www.financialexpress.com/money/icici-banks-festive-bonanza-discounts-up-to-rs-40000-on-electronics-big-cashbacks-on-iphone-16-macbook-air-3627715/,"ICICI Bank's Festive Bonanza: Discounts up to Rs 40,000 on electronics! BIG cashbacks on iPhone 16, MacBook Air - Money News",DIRECTLY_RELEVANT,"ICICI Bank Q2 FY25 earnings, loan growth, FD rates, shares, or operations"
20241001141500-T2625,20241001141500,moneycontrol.com,https://hindi.moneycontrol.com/news/your-money/icici-bank-revise-interest-rate-on-fixed-deposit-check-latest-interest-rate-on-fd-1-october-2024-1928491.html,"ICICI Bank ने रिवाइज किया FD पर ब्याज, चेक करें लेटेस्ट इंटरेस्ट रेट",DIRECTLY_RELEVANT,"ICICI Bank Q2 FY25 earnings, loan growth, FD rates, shares, or operations"
20241002061500-91,20241002061500,business-standard.com,https://www.business-standard.com/finance/personal-finance/spend-rs-10-000-first-icici-bank-updates-debit-card-lounge-access-rule-124100200154_1.html,"Spend Rs 10,000 first: ICICI Bank updates debit card lounge access rule",DIRECTLY_RELEVANT,"ICICI Bank Q2 FY25 earnings, loan growth, FD rates, shares, or operations"
20241002083000-1041,20241002083000,orissadiary.com,https://orissadiary.com/icici-banks-festive-bonanza-is-back-with-attractive-deals-on-big-brands-and-leading-e-commerce-portals/,"ICICI Bank's Festive Bonanza is back with attractive deals on big brands and leading e-commerce portals – Odisha Diary, Latest Odisha News, Breaking News Odisha",DIRECTLY_RELEVANT,"ICICI Bank Q2 FY25 earnings, loan growth, FD rates, shares, or operations"
20241002131500-51,20241002131500,webindia123.com,https://news.webindia123.com/news/Articles/Business/20241002/4241561.html,"Mutual Global Insurance Broking, in Association with ICICI Lombard, Organizes a Value-Packed Awareness Event for Infra-Developers & Builders",NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20241002144500-1249,20241002144500,srilankasource.com,https://www.srilankasource.com/news/274661996/mutual-global-insurance-broking-in-association-with-icici-lombard-organizes-a-value-packed-awareness-event-for-infra-developers--builders,"Mutual Global Insurance Broking, in Association with ICICI Lombard, Organizes a Value-Packed Awareness Event for Infra-Developers & Builders",NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20241002144500-1583,20241002144500,aninews.in,https://aninews.in/news/business/mutual-global-insurance-broking-in-association-with-icici-lombard-organizes-a-value-packed-awareness-event-for-infra-developers-amp-builders20241002180346/,"Mutual Global Insurance Broking, in Association with ICICI Lombard, Organizes a Value-Packed Awareness Event for Infra-Developers & Builders",NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20241003040000-1044,20241003040000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/nclat-issues-notice-to-icici-bank-icici-securities-in-delisting-matter-12834396.html,"NCLAT issues notice to ICICI Bank, ICICI Securities in delisting matter",DIRECTLY_RELEVANT,"ICICI Bank Q2 FY25 earnings, loan growth, FD rates, shares, or operations"
20241003070000-715,20241003070000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-lombard-share-price-down-0-71-per-cent/articleshow/113897569.cms,ICICI Lombard Share Price: ICICI Lombard share price down 0.71 per cent,NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20241003083000-1144,20241003083000,businesstoday.in,https://www.businesstoday.in/personal-finance/investment/story/nfo-alert-icici-prudential-mfs-passive-funds-aditya-birlas-new-target-fund-in-focus-448521-2024-10-03,"NFO alert: ICICI Prudential MF's passive funds, Aditya Birla's new target fund in focus",NOT_RELEVANT,Standalone subsidiary mention without parent bank materiality
20241003083000-615,20241003083000,indiatimes.com,https://economictimes.indiatimes.com/industry/services/advertising/t20-world-cup-disney-star-ropes-in-dream11-icici-maruti-11-others-as-sponsors/articleshow/113900248.cms,"T20 World Cup: Disney Star ropes in Dream11, ICICI, Maruti & 11 others as sponsors",NOT_RELEVANT,Ambiguous / non-material bare ICICI reference
20241003101500-221,20241003101500,indiatimes.com,https://economictimes.indiatimes.com/industry/banking/finance/icici-bank-and-makemytrip-launch-a-co-branded-credit-card-for-travel-enthusiasts/articleshow/113904521.cms,ICICI Bank and MakeMyTrip launch a co-branded credit card for travel enthusiasts,DIRECTLY_RELEVANT,"ICICI Bank Q2 FY25 earnings, loan growth, FD rates, shares, or operations"
20241003104500-51,20241003104500,webindia123.com,https://news.webindia123.com/news/Articles/Business/20241003/4241853.html,ICICI Lombard and IRM India Release 2nd India Risk Report: A Deep Dive into Risk Culture,NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20241003110000-129,20241003110000,bignewsnetwork.com,https://www.bignewsnetwork.com/news/274665597/icici-lombard-and-irm-india-release-2nd-india-risk-report-a-deep-dive-into-risk-culture,ICICI Lombard and IRM India Release 2nd India Risk Report: A Deep Dive into Risk Culture,NOT_RELEVANT,Standalone ICICI Lombard General Insurance news
20241003120000-1359,20241003120000,dailyexcelsior.com,https://www.dailyexcelsior.com/icici-bank-partners-with-makemytrip-to-launch-co-branded-credit-card/,ICICI Bank partners with MakeMyTrip to launch co-branded credit card,DIRECTLY_RELEVANT,"ICICI Bank Q2 FY25 earnings, loan growth, FD rates, shares, or operations"
