gkg_record_id,date,source,url,headline,pipeline_stage,matcher_decision,trading_date,ist_dt,canonical_url
20240101053000-T700,20240101053000,moneycontrol.com,https://hindi.moneycontrol.com/news/your-money/airtel-superhit-plan-of-148-which-cost-rupees-5-daily-watch-15-ott-platform-in-new-year-1689751.html,"Airtel का सुपरहिट प्लान, सिर्फ 5 रुपये रोजाना के खर्च में देखें 15 OTT प्लान, नए साल में उठाएं फायदा",ACCEPTED,True,2024-01-01,2024-01-01 11:00:00+05:30,https://hindi.moneycontrol.com/news/your-money/airtel-superhit-plan-of-148-which-cost-rupees-5-daily-watch-15-ott-platform-in-new-year-1689751.html
20240101054500-281,20240101054500,thefastmode.com,https://www.thefastmode.com/services-and-innovations/34395-bharti-airtel-enhances-regional-content-portfolio-with-aha-ott-on-airtel-xstream-play,Bharti Airtel Enhances Regional Content Portfolio with aha OTT on Airtel Xstream Play,ACCEPTED,True,2024-01-01,2024-01-01 11:15:00+05:30,https://www.thefastmode.com/services-and-innovations/34395-bharti-airtel-enhances-regional-content-portfolio-with-aha-ott-on-airtel-xstream-play
20240101184500-734,20240101184500,indiatimes.com,https://economictimes.indiatimes.com/industry/telecom/telecom-news/bharti-airtel-services-to-acquire-97-1-stake-in-beetel-teletech/articleshow/106458918.cms,beetel acquisition: Bharti Airtel Services to acquire 97.1% stake in Beetel Teletech,ACCEPTED,True,2024-01-02,2024-01-02 00:15:00+05:30,https://economictimes.indiatimes.com/industry/telecom/telecom-news/bharti-airtel-services-to-acquire-97-1-stake-in-beetel-teletech/articleshow/106458918.cms
20240101190000-1044,20240101190000,business-standard.com,https://www.business-standard.com/companies/news/bharti-airtel-services-set-to-acquire-97-1-stake-in-beetel-teletech-124010101018_1.html,Bharti Airtel Services set to acquire 97.1% stake in Beetel Teletech,ACCEPTED,True,2024-01-02,2024-01-02 00:30:00+05:30,https://www.business-standard.com/companies/news/bharti-airtel-services-set-to-acquire-97-1-stake-in-beetel-teletech-124010101018_1.html
20240101191500-766,20240101191500,moneycontrol.com,https://www.moneycontrol.com/news/business/bharti-airtel-services-to-acquire-97-1-stake-in-beetel-teletech-11984751.html,Bharti Airtel Services to acquire 97.1% stake in Beetel Teletech,ACCEPTED,True,2024-01-02,2024-01-02 00:45:00+05:30,https://www.moneycontrol.com/news/business/bharti-airtel-services-to-acquire-97-1-stake-in-beetel-teletech-11984751.html
20240102034500-T55,20240102034500,livehindustan.com,https://www.livehindustan.com/gadgets/story-reliance-jio-most-affordable-netflix-plan-vs-airtel-and-vodafone-idea-9146307.html,"reliance jio most affordable netflix plan vs airtel and vodafone idea - Tech news hindi - Jio का प्लान देख एयरटेल, Vi को आएगा रोना, मजे में यूजर, खत्म हुई 5G डेटा की टेंशन, नेटफ्लिक्स भी हुआ फ्री, गैजेट्स न्यूज",ACCEPTED,True,2024-01-02,2024-01-02 09:15:00+05:30,https://www.livehindustan.com/gadgets/story-reliance-jio-most-affordable-netflix-plan-vs-airtel-and-vodafone-idea-9146307.html
20240102054500-287,20240102054500,indiainfoline.com,https://www.indiainfoline.com/article/news-top-story/airtel-swoops-buys-of-beetel-teletech-in-mega-deal-1704169291576_1.html,"Airtel Swoops, Buys 97% of Beetel Teletech in Mega Deal",ACCEPTED,True,2024-01-02,2024-01-02 11:15:00+05:30,https://www.indiainfoline.com/article/news-top-story/airtel-swoops-buys-of-beetel-teletech-in-mega-deal-1704169291576_1.html
20240102060000-T189,20240102060000,livehindustan.com,https://www.livehindustan.com/gadgets/story-jio-is-now-offering-12-ott-free-with-cheap-recharge-plan-airtel-and-vi-are-in-tension-9146418.html,"jio is now offering 12 ott free with cheap recharge plan airtel and vi are in tension - Tech news hindi - सबसे सस्ते में 12 OTT सेवाएं FREE देने लगा Jio, अब Airtel और Vi के हौसले पस्त, गैजेट्स न्यूज",ACCEPTED,True,2024-01-02,2024-01-02 11:30:00+05:30,https://www.livehindustan.com/gadgets/story-jio-is-now-offering-12-ott-free-with-cheap-recharge-plan-airtel-and-vi-are-in-tension-9146418.html
20240102061500-179,20240102061500,indiatimes.com,https://telecom.economictimes.indiatimes.com/news/industry/bharti-airtels-wholly-owned-subsidiary-to-acquire-97-1-stake-in-beetel-teletech-for-rs-669-crore/106463401,"Bharti Airtel's wholly-owned subsidiary to acquire 97.1% stake in Beetel Teletech for Rs 669-crore, ET Telecom",ACCEPTED,True,2024-01-02,2024-01-02 11:45:00+05:30,https://telecom.economictimes.indiatimes.com/news/industry/bharti-airtels-wholly-owned-subsidiary-to-acquire-97-1-stake-in-beetel-teletech-for-rs-669-crore/106463401
20240102063000-49,20240102063000,thehindubusinessline.com,https://www.thehindubusinessline.com/companies/bharti-airtel-services-to-acquire-971-stake-in-beetel-teletech/article67697467.ece,Bharti Airtel Services to acquire 97.1% stake in Beetel Teletech,ACCEPTED,True,2024-01-02,2024-01-02 12:00:00+05:30,https://www.thehindubusinessline.com/companies/bharti-airtel-services-to-acquire-971-stake-in-beetel-teletech/article67697467.ece
